
"QS419EW - Position in communal establishment"
"ONS Crown Copyright Reserved [from Nomis on 12 August 2018]"
"Population :","All usual residents in communal establishments"
"Units      :","Persons"
"Date       :","2011"
"Rural Urban:","Total"

"postcode sector","All categories: Position in communal establishment","Resident","Staff or owner","Family member or partner of staff or owner"
"IG7  5",122,114,8,0
"IG7  6",32,22,10,0
"IG8  0",134,130,3,1
"IG8  7",0,0,0,0
"IG8  8",7,5,2,0
"IG8  9",34,34,0,0
"IG9  5",117,113,2,2
"IG9  6",70,61,3,6
"IP1  1",19,19,0,0
"IP1  2",458,452,5,1
"IP1  3",304,279,3,22
"IP1  4",55,51,1,3
"IP1  5",0,0,0,0
"IP1  6",59,53,1,5
"IP10 0",53,53,0,0
"IP11 0",10,8,1,1
"IP11 2",116,100,11,5
"IP11 7",324,277,34,13
"IP11 9",21,19,0,2
"IP12 1",61,43,14,4
"IP12 2",49,38,5,6
"IP12 3",838,817,14,7
"IP12 4",135,134,1,0
"IP13 0",71,56,1,14
"IP13 6",5,1,4,0
"IP13 7",26,24,2,0
"IP13 8",6,2,2,2
"IP13 9",298,288,0,10
"IP14 1",139,130,4,5
"IP14 2",33,33,0,0
"IP14 3",164,132,5,27
"IP14 4",30,30,0,0
"IP14 5",5,5,0,0
"IP14 6",3,3,0,0
"IP15 5",42,35,4,3
"IP16 4",129,112,12,5
"IP17 1",77,70,4,3
"IP17 2",0,0,0,0
"IP17 3",58,57,0,1
"IP18 6",114,105,8,1
"IP19 0",3,1,1,1
"IP19 8",74,70,1,3
"IP19 9",43,43,0,0
"IP2  0",104,99,3,2
"IP2  8",262,240,4,18
"IP2  9",43,38,4,1
"IP20 0",0,0,0,0
"IP20 9",30,30,0,0
"IP21 4",51,44,3,4
"IP21 5",27,27,0,0
"IP22 1",45,44,1,0
"IP22 2",19,15,3,1
"IP22 4",69,45,0,24
"IP22 5",52,52,0,0
"IP23 7",21,21,0,0
"IP23 8",63,61,0,2
"IP24 1",23,19,2,2
"IP24 2",145,141,3,1
"IP24 3",25,23,2,0
"IP25 6",1042,1009,8,25
"IP25 7",54,44,6,4
"IP26 4",21,21,0,0
"IP26 5",80,77,2,1
"IP27 0",64,57,4,3
"IP27 9",1062,953,5,104
"IP28 6",294,279,4,11
"IP28 7",70,67,1,2
"IP28 8",151,135,2,14
"IP29 4",25,19,0,6
"IP29 5",45,39,0,6
"IP3  0",469,468,0,1
"IP3  8",56,54,2,0
"IP3  9",37,30,7,0
"IP30 0",0,0,0,0
"IP30 9",4,0,1,3
"IP31 1",787,774,8,5
"IP31 2",125,112,0,13
"IP31 3",19,18,0,1
"IP32 6",37,36,0,1
"IP32 7",9,6,3,0
"IP33 1",167,160,1,6
"IP33 2",96,81,13,2
"IP33 3",123,120,3,0
"IP4  1",69,69,0,0
"IP4  2",76,68,3,5
"IP4  3",57,57,0,0
"IP4  4",58,51,4,3
"IP4  5",146,141,5,0
"IP5  1",5,5,0,0
"IP5  2",103,99,0,4
"IP5  3",0,0,0,0
"IP6  0",49,49,0,0
"IP6  8",75,65,5,5
"IP6  9",33,29,0,4
"IP7  5",36,33,2,1
"IP7  6",46,38,8,0
"IP7  7",843,823,20,0
"IP8  3",52,38,11,3
"IP8  4",0,0,0,0
"IP9  1",34,34,0,0
"IP9  2",553,549,3,1
"KT1  1",188,188,0,0
"KT1  2",250,247,2,1
"KT1  3",41,39,1,1
"KT1  4",215,209,1,5
"KT10 0",97,94,3,0
"KT10 8",13,6,4,3
"KT10 9",38,38,0,0
"KT11 1",97,71,26,0
"KT11 2",237,208,25,4
"KT11 3",51,38,1,12
"KT12 1",21,17,0,4
"KT12 2",0,0,0,0
"KT12 3",105,92,0,13
"KT12 4",112,93,3,16
"KT12 5",34,26,0,8
"KT13 0",122,103,7,12
"KT13 8",48,40,0,8
"KT13 9",79,42,35,2
"KT14 6",40,40,0,0
"KT14 7",62,57,2,3
"KT15 1",187,175,1,11
"KT15 2",4,4,0,0
"KT15 3",64,51,13,0
"KT16 0",114,90,24,0
"KT16 8",61,57,1,3
"KT16 9",64,52,1,11
"KT17 1",101,92,2,7
"KT17 2",0,0,0,0
"KT17 3",44,44,0,0
"KT17 4",434,410,10,14
"KT18 5",158,148,5,5
"KT18 6",11,5,5,1
"KT18 7",141,101,39,1
"KT19 0",0,0,0,0
"KT19 7",45,45,0,0
"KT19 8",134,134,0,0
"KT19 9",33,33,0,0
"KT2  5",301,296,0,5
"KT2  6",53,53,0,0
"KT2  7",682,649,26,7
"KT20 5",151,119,23,9
"KT20 6",140,130,1,9
"KT20 7",66,65,0,1
"KT21 1",54,52,2,0
"KT21 2",191,165,10,16
"KT22 0",139,120,18,1
"KT22 7",1,0,1,0
"KT22 8",185,171,0,14
"KT22 9",87,76,8,3
"KT23 3",38,38,0,0
"KT23 4",24,24,0,0
"KT24 5",60,56,4,0
"KT24 6",85,68,16,1
"KT3  3",96,80,10,6
"KT3  4",28,24,2,2
"KT3  5",100,90,0,10
"KT3  6",113,107,0,6
"KT4  7",15,8,4,3
"KT4  8",51,42,9,0
"KT5  8",775,766,3,6
"KT5  9",0,0,0,0
"KT6  4",194,189,2,3
"KT6  5",702,702,0,0
"KT6  6",270,248,13,9
"KT6  7",82,75,4,3
"KT7  0",125,121,2,2
"KT8  0",44,36,2,6
"KT8  1",1,1,0,0
"KT8  2",35,35,0,0
"KT8  9",22,22,0,0
"KT9  1",18,18,0,0
"KT9  2",48,48,0,0
"L1   0",0,0,0,0
"L1   1",174,174,0,0
"L1   2",23,23,0,0
"L1   3",14,14,0,0
"L1   4",66,54,3,9
"L1   5",1,0,1,0
"L1   6",6,2,4,0
"L1   7",265,262,0,3
"L1   8",0,0,0,0
"L1   9",75,75,0,0
"L10  0",0,0,0,0
"L10  1",0,0,0,0
"L10  2",0,0,0,0
"L10  3",0,0,0,0
"L10  4",34,34,0,0
"L10  6",0,0,0,0
"L10  7",0,0,0,0
"L10  8",0,0,0,0
"L10  9",0,0,0,0
"L11  0",40,37,0,3
"L11  1",0,0,0,0
"L11  2",0,0,0,0
"L11  3",0,0,0,0
"L11  4",0,0,0,0
"L11  5",0,0,0,0
"L11  6",0,0,0,0
"L11  7",3,3,0,0
"L11  8",10,10,0,0
"L11  9",142,133,7,2
"L12  0",17,17,0,0
"L12  1",0,0,0,0
"L12  2",0,0,0,0
"L12  3",16,16,0,0
"L12  4",0,0,0,0
"L12  5",0,0,0,0
"L12  6",0,0,0,0
"L12  7",0,0,0,0
"L12  8",8,8,0,0
"L12  9",126,125,0,1
"L13  0",0,0,0,0
"L13  1",135,135,0,0
"L13  2",40,40,0,0
"L13  3",36,33,3,0
"L13  4",81,81,0,0
"L13  5",2,2,0,0
"L13  6",3,3,0,0
"L13  7",73,73,0,0
"L13  8",3,2,1,0
"L13  9",0,0,0,0
"L14  0",0,0,0,0
"L14  1",57,54,0,3
"L14  2",0,0,0,0
"L14  3",34,25,6,3
"L14  4",0,0,0,0
"L14  5",38,38,0,0
"L14  6",0,0,0,0
"L14  7",32,26,0,6
"L14  8",0,0,0,0
"L14  9",100,97,2,1
"L15  0",13,13,0,0
"L15  1",3,3,0,0
"L15  2",0,0,0,0
"L15  3",10,10,0,0
"L15  4",3,3,0,0
"L15  5",2,2,0,0
"L15  6",6,6,0,0
"L15  7",0,0,0,0
"L15  8",77,70,0,7
"L15  9",3,3,0,0
"L16  0",6,4,1,1
"L16  1",0,0,0,0
"L16  2",0,0,0,0
"L16  3",1,1,0,0
"L16  4",0,0,0,0
"L16  5",1,0,1,0
"L16  6",0,0,0,0
"L16  7",3,3,0,0
"L16  8",12,12,0,0
"L16  9",497,496,1,0
"L17  0",130,126,0,4
"L17  1",430,425,2,3
"L17  2",22,22,0,0
"L17  3",33,33,0,0
"L17  4",47,46,1,0
"L17  5",25,19,0,6
"L17  6",81,81,0,0
"L17  7",371,369,2,0
"L17  8",68,67,1,0
"L17  9",2,2,0,0
"L18  0",0,0,0,0
"L18  1",3,3,0,0
"L18  2",29,29,0,0
"L18  3",28,28,0,0
"L18  4",0,0,0,0
"L18  5",0,0,0,0
"L18  6",29,29,0,0
"L18  7",0,0,0,0
"L18  8",1354,1346,4,4
"L18  9",11,11,0,0
"L19  0",56,56,0,0
"L19  1",19,19,0,0
"L19  2",0,0,0,0
"L19  3",68,67,0,1
"L19  4",0,0,0,0
"L19  5",0,0,0,0
"L19  6",10,10,0,0
"L19  7",0,0,0,0
"L19  8",0,0,0,0
"L19  9",19,19,0,0
"L2   0",0,0,0,0
"L2   2",0,0,0,0
"L2   5",0,0,0,0
"L20  0",8,8,0,0
"L20  2",5,5,0,0
"L20  3",71,70,1,0
"L20  4",43,41,2,0
"L20  5",12,12,0,0
"L20  6",35,35,0,0
"L20  7",117,116,1,0
"L20  8",0,0,0,0
"L20  9",39,38,0,1
"L21  0",0,0,0,0
"L21  1",68,65,3,0
"L21  2",0,0,0,0
"L21  3",1,1,0,0
"L21  4",1,1,0,0
"L21  5",0,0,0,0
"L21  6",0,0,0,0
"L21  7",0,0,0,0
"L21  8",0,0,0,0
"L21  9",2,2,0,0
"L22  0",16,15,1,0
"L22  1",75,73,1,1
"L22  2",0,0,0,0
"L22  3",69,59,4,6
"L22  4",0,0,0,0
"L22  5",0,0,0,0
"L22  6",0,0,0,0
"L22  7",0,0,0,0
"L22  8",28,28,0,0
"L22  9",0,0,0,0
"L23  0",55,44,4,7
"L23  1",98,98,0,0
"L23  2",34,29,0,5
"L23  3",25,25,0,0
"L23  4",0,0,0,0
"L23  5",0,0,0,0
"L23  6",132,129,0,3
"L23  7",0,0,0,0
"L23  8",10,6,0,4
"L23  9",0,0,0,0
"L24  0",0,0,0,0
"L24  1",31,31,0,0
"L24  2",35,35,0,0
"L24  3",0,0,0,0
"L24  4",0,0,0,0
"L24  5",0,0,0,0
"L24  6",0,0,0,0
"L24  7",0,0,0,0
"L24  9",0,0,0,0
"L25  0",5,5,0,0
"L25  1",0,0,0,0
"L25  2",27,26,1,0
"L25  3",3,3,0,0
"L25  4",11,10,0,1
"L25  5",0,0,0,0
"L25  6",4,2,0,2
"L25  7",172,160,8,4
"L25  8",3,3,0,0
"L25  9",160,127,0,33
"L26  0",0,0,0,0
"L26  1",0,0,0,0
"L26  3",0,0,0,0
"L26  6",0,0,0,0
"L26  7",0,0,0,0
"L26  9",4,4,0,0
"L27  0",0,0,0,0
"L27  1",0,0,0,0
"L27  4",6,6,0,0
"L27  5",0,0,0,0
"L27  6",29,29,0,0
"L27  7",48,48,0,0
"L27  8",0,0,0,0
"L28  0",0,0,0,0
"L28  1",0,0,0,0
"L28  3",0,0,0,0
"L28  4",0,0,0,0
"L28  5",0,0,0,0
"L28  6",0,0,0,0
"L28  7",0,0,0,0
"L28  8",0,0,0,0
"L29  7",0,0,0,0
"L3   0",6,6,0,0
"L3   1",0,0,0,0
"L3   2",1065,1063,0,2
"L3   3",0,0,0,0
"L3   4",5,5,0,0
"L3   5",1947,1942,2,3
"L3   6",859,858,0,1
"L3   8",1036,1015,1,20
"L3   9",1,0,1,0
"L30  0",27,22,1,4
"L30  1",0,0,0,0
"L30  2",202,184,14,4
"L30  3",0,0,0,0
"L30  5",0,0,0,0
"L30  6",0,0,0,0
"L30  7",3,3,0,0
"L30  8",0,0,0,0
"L30  9",0,0,0,0
"L31  0",0,0,0,0
"L31  1",469,455,0,14
"L31  2",3,3,0,0
"L31  3",27,27,0,0
"L31  4",26,23,0,3
"L31  5",6,6,0,0
"L31  6",69,67,1,1
"L31  7",26,25,1,0
"L31  8",2,2,0,0
"L31  9",0,0,0,0
"L32  0",39,37,0,2
"L32  1",0,0,0,0
"L32  2",0,0,0,0
"L32  3",0,0,0,0
"L32  4",0,0,0,0
"L32  5",0,0,0,0
"L32  6",0,0,0,0
"L32  7",0,0,0,0
"L32  8",0,0,0,0
"L32  9",0,0,0,0
"L33  0",0,0,0,0
"L33  1",0,0,0,0
"L33  2",0,0,0,0
"L33  4",0,0,0,0
"L33  5",2,2,0,0
"L33  6",50,43,0,7
"L33  7",0,0,0,0
"L33  8",0,0,0,0
"L33  9",6,6,0,0
"L34  0",0,0,0,0
"L34  1",0,0,0,0
"L34  2",28,27,1,0
"L34  3",43,39,0,4
"L34  4",0,0,0,0
"L34  5",44,38,0,6
"L34  6",0,0,0,0
"L35  0",75,74,0,1
"L35  1",0,0,0,0
"L35  2",2,2,0,0
"L35  3",0,0,0,0
"L35  4",44,44,0,0
"L35  5",20,20,0,0
"L35  6",0,0,0,0
"L35  7",47,47,0,0
"L35  8",41,32,1,8
"L35  9",48,47,0,1
"L36  0",4,4,0,0
"L36  1",0,0,0,0
"L36  2",5,5,0,0
"L36  3",65,65,0,0
"L36  4",40,40,0,0
"L36  5",179,162,1,16
"L36  6",14,14,0,0
"L36  7",24,23,0,1
"L36  8",44,44,0,0
"L36  9",37,33,0,4
"L37  1",94,90,2,2
"L37  2",62,51,0,11
"L37  3",68,65,0,3
"L37  4",6,6,0,0
"L37  5",0,0,0,0
"L37  6",2,2,0,0
"L37  7",32,28,4,0
"L37  8",0,0,0,0
"L38  0",0,0,0,0
"L38  1",33,21,8,4
"L38  3",0,0,0,0
"L38  6",0,0,0,0
"L38  9",0,0,0,0
"L39  0",0,0,0,0
"L39  1",62,2,60,0
"L39  2",60,59,1,0
"L39  3",0,0,0,0
"L39  4",949,942,4,3
"L39  5",96,96,0,0
"L39  6",88,83,0,5
"L39  7",16,14,0,2
"L39  8",0,0,0,0
"L4   0",60,60,0,0
"L4   1",35,24,3,8
"L4   2",40,40,0,0
"L4   3",28,28,0,0
"L4   4",34,33,0,1
"L4   5",2,2,0,0
"L4   6",2,2,0,0
"L4   7",0,0,0,0
"L4   8",14,13,0,1
"L4   9",2,2,0,0
"L40  0",0,0,0,0
"L40  1",31,25,5,1
"L40  2",0,0,0,0
"L40  3",0,0,0,0
"L40  4",0,0,0,0
"L40  5",31,16,3,12
"L40  6",4,4,0,0
"L40  7",81,55,1,25
"L40  8",55,55,0,0
"L40  9",0,0,0,0
"L5   0",0,0,0,0
"L5   1",5,5,0,0
"L5   2",34,34,0,0
"L5   3",0,0,0,0
"L5   4",0,0,0,0
"L5   5",11,11,0,0
"L5   6",3,3,0,0
"L5   7",0,0,0,0
"L5   8",0,0,0,0
"L5   9",0,0,0,0
"L6   0",96,92,0,4
"L6   1",1027,1027,0,0
"L6   2",4,4,0,0
"L6   3",8,6,1,1
"L6   4",65,63,0,2
"L6   5",18,18,0,0
"L6   6",0,0,0,0
"L6   7",7,6,1,0
"L6   8",44,39,5,0
"L6   9",0,0,0,0
"L7   0",35,35,0,0
"L7   1",0,0,0,0
"L7   2",15,15,0,0
"L7   3",529,528,0,1
"L7   4",0,0,0,0
"L7   5",18,18,0,0
"L7   6",0,0,0,0
"L7   7",1318,1318,0,0
"L7   8",64,61,3,0
"L7   9",0,0,0,0
"L8   0",89,89,0,0
"L8   1",3,3,0,0
"L8   2",30,22,2,6
"L8   3",178,175,1,2
"L8   4",0,0,0,0
"L8   5",66,65,0,1
"L8   6",0,0,0,0
"L8   7",389,388,1,0
"L8   8",56,48,0,8
"L8   9",59,59,0,0
"L9   0",0,0,0,0
"L9   1",0,0,0,0
"L9   2",0,0,0,0
"L9   3",799,782,3,14
"L9   4",0,0,0,0
"L9   6",0,0,0,0
"L9   7",753,698,0,55
"L9   8",20,19,1,0
"L9   9",25,20,5,0
"LA1  1",447,405,19,23
"LA1  2",7,7,0,0
"LA1  3",957,909,23,25
"LA1  4",3268,3250,8,10
"LA1  5",558,545,8,5
"LA10 5",452,406,34,12
"LA11 6",86,70,11,5
"LA11 7",153,128,19,6
"LA12 0",32,30,0,2
"LA12 7",11,1,8,2
"LA12 8",46,27,18,1
"LA12 9",202,184,6,12
"LA13 0",2,0,1,1
"LA13 9",107,98,9,0
"LA14 1",33,32,1,0
"LA14 2",142,133,0,9
"LA14 3",59,53,0,6
"LA14 4",93,84,8,1
"LA14 5",182,157,7,18
"LA15 8",45,43,1,1
"LA16 7",32,32,0,0
"LA17 7",0,0,0,0
"LA18 4",588,543,1,44
"LA18 5",37,30,5,2
"LA19 5",14,13,1,0
"LA2  0",2352,2346,5,1
"LA2  6",175,171,0,4
"LA2  7",23,16,3,4
"LA2  8",63,56,6,1
"LA2  9",76,69,5,2
"LA20 6",0,0,0,0
"LA21 8",29,1,28,0
"LA22 0",139,4,108,27
"LA22 9",242,20,200,22
"LA23 1",364,172,156,36
"LA23 2",91,14,53,24
"LA23 3",188,41,113,34
"LA3  1",190,163,16,11
"LA3  2",58,58,0,0
"LA3  3",46,46,0,0
"LA4  4",89,65,20,4
"LA4  5",360,309,22,29
"LA4  6",126,126,0,0
"LA5  0",93,68,20,5
"LA5  8",20,17,3,0
"LA5  9",105,102,2,1
"LA6  1",8,5,3,0
"LA6  2",302,285,14,3
"LA6  3",49,32,14,3
"LA7  7",244,237,3,4
"LA8  0",0,0,0,0
"LA8  8",51,12,32,7
"LA8  9",27,23,4,0
"LA9  4",131,109,10,12
"LA9  5",138,121,5,12
"LA9  6",32,31,1,0
"LA9  7",134,108,10,16
"LE1  1",0,0,0,0
"LE1  2",1,1,0,0
"LE1  3",0,0,0,0
"LE1  4",0,0,0,0
"LE1  5",817,817,0,0
"LE1  6",712,709,3,0
"LE1  7",580,578,2,0
"LE10 0",48,45,1,2
"LE10 1",148,131,4,13
"LE10 2",47,46,1,0
"LE10 3",0,0,0,0
"LE11 1",146,132,3,11
"LE11 2",64,63,1,0
"LE11 3",5627,5590,17,20
"LE11 4",105,94,0,11
"LE11 5",198,191,1,6
"LE12 5",587,579,7,1
"LE12 6",51,49,1,1
"LE12 7",175,166,6,3
"LE12 8",380,380,0,0
"LE12 9",321,288,9,24
"LE13 0",231,205,5,21
"LE13 1",61,57,0,4
"LE14 2",19,19,0,0
"LE14 3",38,34,0,4
"LE14 4",74,67,0,7
"LE15 6",490,472,4,14
"LE15 7",1062,1032,8,22
"LE15 8",462,417,42,3
"LE15 9",996,922,38,36
"LE16 7",792,788,1,3
"LE16 8",107,82,10,15
"LE16 9",179,158,16,5
"LE17 4",76,74,1,1
"LE17 5",0,0,0,0
"LE17 6",77,66,9,2
"LE18 1",115,102,12,1
"LE18 2",134,128,0,6
"LE18 3",6,5,1,0
"LE18 4",638,603,1,34
"LE19 2",51,49,0,2
"LE19 3",6,6,0,0
"LE19 4",30,30,0,0
"LE2  0",215,213,2,0
"LE2  1",348,345,1,2
"LE2  2",2074,2047,9,18
"LE2  3",388,373,4,11
"LE2  4",31,30,0,1
"LE2  5",115,108,2,5
"LE2  6",42,42,0,0
"LE2  7",2922,2908,7,7
"LE2  8",275,274,1,0
"LE2  9",80,79,1,0
"LE3  0",222,213,3,6
"LE3  1",147,133,0,14
"LE3  2",22,22,0,0
"LE3  3",86,84,2,0
"LE3  5",45,40,3,2
"LE3  6",204,195,4,5
"LE3  8",26,26,0,0
"LE3  9",88,84,0,4
"LE4  0",18,18,0,0
"LE4  1",36,32,4,0
"LE4  2",139,118,1,20
"LE4  3",0,0,0,0
"LE4  4",18,18,0,0
"LE4  5",138,133,0,5
"LE4  6",23,23,0,0
"LE4  7",77,77,0,0
"LE4  8",59,59,0,0
"LE4  9",19,18,1,0
"LE5  0",119,116,2,1
"LE5  1",44,26,6,12
"LE5  2",103,103,0,0
"LE5  3",57,54,3,0
"LE5  4",94,86,5,3
"LE5  5",58,50,8,0
"LE5  6",114,89,1,24
"LE6  0",0,0,0,0
"LE65 1",51,50,1,0
"LE65 2",142,129,5,8
"LE67 1",11,11,0,0
"LE67 2",28,28,0,0
"LE67 3",123,117,0,6
"LE67 4",54,53,0,1
"LE67 5",26,26,0,0
"LE67 6",52,52,0,0
"LE67 8",50,46,1,3
"LE67 9",69,63,3,3
"LE7  1",42,41,0,1
"LE7  2",40,39,0,1
"LE7  3",57,50,0,7
"LE7  4",112,100,2,10
"LE7  7",48,37,5,6
"LE7  9",33,33,0,0
"LE8  0",177,139,33,5
"LE8  4",34,23,6,5
"LE8  5",48,38,1,9
"LE8  6",48,40,0,8
"LE8  8",7,7,0,0
"LE8  9",0,0,0,0
"LE9  1",0,0,0,0
"LE9  2",97,96,1,0
"LE9  3",17,15,0,2
"LE9  4",50,47,3,0
"LE9  6",33,31,0,2
"LE9  7",96,91,2,3
"LE9  8",95,90,0,5
"LE9  9",91,78,1,12
"LN1  1",1012,994,2,16
"LN1  2",112,97,11,4
"LN1  3",267,252,7,8
"LN10 5",40,40,0,0
"LN10 6",136,120,8,8
"LN11 0",190,168,9,13
"LN11 7",7,0,3,4
"LN11 8",63,58,0,5
"LN11 9",19,18,1,0
"LN12 1",156,148,3,5
"LN12 2",159,143,10,6
"LN13 0",31,29,2,0
"LN13 9",92,86,3,3
"LN2  1",209,203,0,6
"LN2  2",213,210,1,2
"LN2  3",21,21,0,0
"LN2  4",574,562,0,12
"LN2  5",279,274,5,0
"LN3  4",155,61,87,7
"LN3  5",34,32,2,0
"LN4  1",79,68,0,11
"LN4  2",94,64,21,9
"LN4  3",251,248,3,0
"LN4  4",606,580,21,5
"LN5  0",122,120,2,0
"LN5  7",48,42,3,3
"LN5  8",220,213,5,2
"LN5  9",483,473,2,8
"LN6  0",151,144,0,7
"LN6  3",39,35,0,4
"LN6  4",0,0,0,0
"LN6  5",84,79,5,0
"LN6  7",2759,2753,1,5
"LN6  8",40,36,2,2
"LN6  9",184,159,9,16
"LN7  6",65,60,5,0
"LN8  2",0,0,0,0
"LN8  3",212,207,0,5
"LN8  5",45,36,3,6
"LN8  6",82,72,0,10
"LN9  5",96,87,8,1
"LN9  6",27,27,0,0
"LS1  2",6,6,0,0
"LS1  3",61,61,0,0
"LS1  4",2445,2442,3,0
"LS1  5",0,0,0,0
"LS1  6",0,0,0,0
"LS10 1",611,607,2,2
"LS10 2",39,34,0,5
"LS10 3",76,71,3,2
"LS10 4",38,33,2,3
"LS11 0",0,0,0,0
"LS11 5",17,16,1,0
"LS11 6",40,31,0,9
"LS11 7",26,26,0,0
"LS11 8",78,78,0,0
"LS11 9",6,6,0,0
"LS12 1",92,88,0,4
"LS12 2",496,480,0,16
"LS12 3",100,98,0,2
"LS12 4",207,175,19,13
"LS12 5",28,26,2,0
"LS12 6",0,0,0,0
"LS13 1",8,8,0,0
"LS13 2",55,51,0,4
"LS13 3",5,5,0,0
"LS13 4",5,5,0,0
"LS14 1",34,23,11,0
"LS14 2",19,16,1,2
"LS14 3",0,0,0,0
"LS14 5",33,33,0,0
"LS14 6",67,67,0,0
"LS15 0",0,0,0,0
"LS15 4",8,4,0,4
"LS15 7",12,12,0,0
"LS15 8",36,35,0,1
"LS15 9",19,19,0,0
"LS16 5",1015,1009,0,6
"LS16 6",57,56,0,1
"LS16 7",2,1,1,0
"LS16 8",382,379,2,1
"LS16 9",28,27,1,0
"LS17 0",0,0,0,0
"LS17 5",10,10,0,0
"LS17 6",49,49,0,0
"LS17 7",20,20,0,0
"LS17 8",30,30,0,0
"LS17 9",0,0,0,0
"LS18 4",54,52,0,2
"LS18 5",228,224,1,3
"LS19 6",30,28,0,2
"LS19 7",105,102,3,0
"LS2  7",270,269,1,0
"LS2  8",1672,1668,1,3
"LS2  9",2045,2040,3,2
"LS20 8",0,0,0,0
"LS20 9",98,96,0,2
"LS21 1",50,49,1,0
"LS21 2",1,0,1,0
"LS21 3",40,40,0,0
"LS22 4",26,25,0,1
"LS22 5",200,197,0,3
"LS22 6",27,21,4,2
"LS22 7",51,49,1,1
"LS23 6",33,30,2,1
"LS23 7",813,794,3,16
"LS24 8",0,0,0,0
"LS24 9",40,40,0,0
"LS25 1",112,108,0,4
"LS25 2",11,11,0,0
"LS25 3",0,0,0,0
"LS25 4",0,0,0,0
"LS25 5",12,3,8,1
"LS25 6",28,28,0,0
"LS25 7",35,35,0,0
"LS26 0",116,113,1,2
"LS26 8",22,13,0,9
"LS26 9",73,73,0,0
"LS27 0",23,23,0,0
"LS27 7",41,41,0,0
"LS27 8",74,74,0,0
"LS27 9",71,71,0,0
"LS28 5",79,76,2,1
"LS28 6",3,3,0,0
"LS28 7",149,141,1,7
"LS28 8",93,87,3,3
"LS28 9",28,28,0,0
"LS29 0",0,0,0,0
"LS29 6",19,19,0,0
"LS29 7",39,39,0,0
"LS29 8",81,68,6,7
"LS29 9",273,250,2,21
"LS3  1",477,475,2,0
"LS4  2",87,74,0,13
"LS5  3",1019,1019,0,0
"LS6  1",161,156,3,2
"LS6  2",2958,2937,8,13
"LS6  3",593,591,1,1
"LS6  4",61,61,0,0
"LS7  1",225,225,0,0
"LS7  2",220,217,2,1
"LS7  3",45,45,0,0
"LS7  4",50,50,0,0
"LS8  1",128,125,3,0
"LS8  2",247,224,1,22
"LS8  3",43,39,2,2
"LS8  4",53,53,0,0
"LS8  5",8,8,0,0
"LS9  0",0,0,0,0
"LS9  6",3,3,0,0
"LS9  7",50,45,0,5
"LS9  8",451,443,3,5
"LS9  9",21,18,0,3
"LU1  1",134,128,3,3
"LU1  2",430,429,1,0
"LU1  3",99,96,2,1
"LU1  4",7,4,0,3
"LU1  5",108,96,5,7
"LU2  0",40,39,1,0
"LU2  7",116,107,0,9
"LU2  8",1,0,1,0
"LU2  9",31,11,20,0
"LU3  1",168,147,12,9
"LU3  2",212,183,5,24
"LU3  3",45,45,0,0
"LU3  4",0,0,0,0
"LU4  0",18,15,0,3
"LU4  8",14,13,1,0
"LU4  9",268,264,2,2
"LU5  4",94,89,0,5
"LU5  5",106,104,1,1
"LU5  6",0,0,0,0
"LU6  1",113,105,3,5
"LU6  2",30,28,0,2
"LU6  3",29,29,0,0
"LU7  0",81,75,2,4
"LU7  1",96,95,1,0
"LU7  2",62,60,1,1
"LU7  3",102,91,0,11
"LU7  4",0,0,0,0
"LU7  9",61,50,5,6
"M1   1",0,0,0,0
"M1   2",1465,1462,3,0
"M1   3",3,2,1,0
"M1   4",0,0,0,0
"M1   5",918,918,0,0
"M1   6",6,6,0,0
"M1   7",1129,1123,5,1
"M11  1",58,55,3,0
"M11  2",0,0,0,0
"M11  3",14,14,0,0
"M11  4",56,49,4,3
"M12  4",22,20,2,0
"M12  5",36,36,0,0
"M12  6",66,66,0,0
"M13  0",2206,2190,8,8
"M13  9",1841,1835,3,3
"M14  4",371,370,1,0
"M14  5",1832,1803,21,8
"M14  6",3626,3604,16,6
"M14  7",0,0,0,0
"M15  4",0,0,0,0
"M15  5",2,2,0,0
"M15  6",4034,4029,4,1
"M16  0",43,42,0,1
"M16  7",35,35,0,0
"M16  8",450,426,20,4
"M16  9",11,11,0,0
"M18  7",19,19,0,0
"M18  8",169,168,1,0
"M19  1",0,0,0,0
"M19  2",56,48,3,5
"M19  3",45,43,2,0
"M20  1",83,74,6,3
"M20  2",360,336,3,21
"M20  3",86,83,2,1
"M20  4",20,20,0,0
"M20  5",6,6,0,0
"M20  6",7,7,0,0
"M21  0",5,5,0,0
"M21  7",2,1,1,0
"M21  8",0,0,0,0
"M21  9",117,114,3,0
"M22  0",0,0,0,0
"M22  1",66,57,9,0
"M22  4",144,103,30,11
"M22  5",1,0,1,0
"M22  8",2,2,0,0
"M22  9",89,84,2,3
"M23  0",69,69,0,0
"M23  1",22,22,0,0
"M23  2",77,77,0,0
"M23  9",19,12,1,6
"M24  1",4,4,0,0
"M24  2",126,121,3,2
"M24  4",49,25,15,9
"M24  5",61,56,1,4
"M24  6",51,42,3,6
"M25  0",97,94,3,0
"M25  1",7,7,0,0
"M25  2",74,74,0,0
"M25  3",60,59,0,1
"M25  9",240,233,1,6
"M26  1",1,1,0,0
"M26  2",10,9,0,1
"M26  3",47,43,0,4
"M26  4",118,113,0,5
"M27  0",0,0,0,0
"M27  4",74,55,0,19
"M27  5",68,63,0,5
"M27  6",26,26,0,0
"M27  8",857,824,1,32
