
"KS402EW - Tenure"
"ONS Crown Copyright Reserved [from Nomis on 25 July 2018]"
"Population :","All households"
"Units      :","Households"
"Date       :","2011"
"Rural Urban:","Total"

"postcode sector","All households","Owned: Owned outright","Owned: Owned with a mortgage or loan","Social rented: Rented from council (Local Authority)","Social rented: Other","Private rented: Private landlord or letting agency","Private rented: Other"
"E1   5",3960,307,550,942,781,1195,83
"E1   6",1958,189,263,67,368,973,58
"E1   7",1150,97,146,168,120,539,32
"E1   8",2014,180,259,182,514,738,32
"E10  5",5360,707,1043,290,1430,1699,65
"E10  6",5634,1147,1600,146,519,2046,74
"E10  7",4319,734,1078,303,574,1449,76
"E11  1",4838,934,1314,142,633,1652,74
"E11  2",4960,1666,1696,160,356,945,62
"E11  3",6225,1095,1706,1009,534,1676,84
"E11  4",5463,799,1146,521,897,1937,70
"E12  5",5551,851,1304,1186,509,1520,54
"E12  6",7258,1393,1674,906,457,2545,126
"E13  0",6188,832,1043,1473,840,1699,108
"E13  8",4816,551,990,1206,600,1277,59
"E13  9",4663,715,1173,679,497,1435,55
"E14  0",3617,230,416,1050,1024,701,46
"E14  2",805,51,152,20,153,343,18
"E14  3",7446,783,1626,467,1538,2695,97
"E14  4",281,37,54,0,6,180,2
"E14  5",319,41,73,3,10,176,9
"E14  6",4557,333,498,904,1629,931,64
"E14  7",4554,310,672,1094,1153,1142,52
"E14  8",5462,624,1052,602,953,1930,110
"E14  9",7285,503,1087,207,1100,3961,110
"E15  1",5210,546,849,1091,541,1905,63
"E15  2",4458,312,571,907,550,1773,57
"E15  3",5093,488,885,1497,664,1360,73
"E15  4",4631,516,697,749,743,1694,63
"E16  1",4989,252,693,1048,663,2030,58
"E16  2",3805,220,743,942,322,1375,56
"E16  3",5052,408,1020,1514,733,1139,50
"E16  4",3547,256,514,1060,415,1169,45
"E17  3",4818,653,1059,1434,478,1024,66
"E17  4",5954,1225,2150,411,576,1389,87
"E17  5",6231,765,1996,1138,922,1194,72
"E17  6",6619,1095,2085,414,718,1993,85
"E17  7",4194,630,1138,542,449,1274,57
"E17  8",5644,899,1651,530,567,1786,69
"E17  9",5060,849,1504,635,473,1416,64
"E18  1",3249,865,1349,93,131,735,32
"E18  2",5234,1457,1701,290,249,1288,73
"E1W  1",1353,319,314,70,82,490,51
"E1W  2",2072,304,548,199,73,839,38
"E1W  3",2623,352,575,309,491,762,40
"E2   0",4570,383,825,1335,657,1149,61
"E2   6",3777,318,523,864,663,1265,62
"E2   7",3884,355,658,1204,586,945,67
"E2   8",3310,172,400,1213,379,955,44
"E2   9",3395,264,483,929,693,861,56
"E3   2",6125,420,1030,786,1590,1935,86
"E3   3",3843,163,421,589,1474,953,55
"E3   4",5422,344,723,962,1783,1413,83
"E3   5",5038,601,875,654,1630,1076,65
"E4   6",6981,2163,2435,975,539,696,55
"E4   7",4862,1772,1686,275,462,528,47
"E4   8",5428,1652,2092,386,522,658,50
"E4   9",6667,1948,2682,620,388,876,55
"E5   0",6718,861,1332,1315,1133,1824,89
"E5   8",6683,418,927,1337,1972,1684,97
"E5   9",5827,494,757,1502,1232,1591,81
"E6   1",4888,735,845,892,479,1756,67
"E6   2",5064,837,1322,628,223,1859,108
"E6   3",6418,1220,2147,754,326,1766,97
"E6   5",4016,358,935,486,849,1230,47
"E6   6",3894,406,885,894,646,933,48
"E7   0",4867,789,1200,623,639,1401,74
"E7   8",5654,1217,1357,280,360,2197,121
"E7   9",5659,912,1155,312,925,2109,90
"E8   1",3798,275,601,472,1166,1139,46
"E8   2",4360,252,565,633,1277,1412,61
"E8   3",4603,380,788,1041,928,1214,62
"E8   4",4493,283,550,1495,814,1167,41
"E9   5",5102,276,616,1299,1690,941,44
"E9   6",4844,242,557,1975,1006,810,44
"E9   7",5762,475,1027,1153,1756,1090,74
"EC1A 4",106,3,1,1,32,63,5
"EC1A 7",246,45,50,0,2,125,5
"EC1A 9",227,35,45,2,5,125,6
"EC1M 3",208,38,44,1,37,80,4
"EC1M 5",525,120,137,10,21,209,15
"EC1M 6",201,42,34,2,3,104,9
"EC1M 7",96,6,7,3,39,39,0
"EC1N 7",957,49,87,536,53,209,11
"EC1N 8",302,60,64,57,9,97,5
"EC1R 0",645,82,99,252,61,121,10
"EC1R 1",506,80,99,166,20,123,8
"EC1R 3",159,3,8,25,109,9,3
"EC1R 4",748,74,102,102,214,224,12
"EC1R 5",399,54,82,78,35,129,13
"EC1V 0",1006,90,127,476,82,207,8
"EC1V 1",127,1,13,64,5,39,2
"EC1V 2",60,8,21,3,2,25,1
"EC1V 3",1269,100,179,439,160,347,18
"EC1V 4",684,71,120,173,42,246,22
"EC1V 7",1243,113,149,515,71,345,28
"EC1V 8",801,43,37,405,96,181,14
"EC1V 9",826,73,85,333,164,150,11
"EC1Y 0",705,98,93,245,163,86,10
"EC1Y 2",132,18,41,4,1,63,1
"EC1Y 4",92,10,10,19,17,25,3
"EC1Y 8",971,55,82,278,363,158,18
"EC2A 3",290,18,38,4,2,205,4
"EC2A 4",424,37,68,10,40,238,5
"EC2Y 8",1893,738,436,81,31,502,33
"EC3R 8",150,16,30,0,2,85,4
"EC4A 1",110,11,11,0,0,78,4
"EC4V 3",238,50,27,1,2,124,17
"EC4V 5",147,22,22,0,2,75,2
"EC4Y 7",219,39,24,2,7,94,30
"EN1  1",4748,1118,1868,588,132,944,36
"EN1  2",2960,1294,1086,77,54,407,17
"EN1  3",4697,1533,1794,362,160,734,33
"EN1  4",5173,897,1622,1062,446,983,36
"EN10 6",4437,1170,1771,122,699,555,34
"EN10 7",2347,1110,971,10,63,167,11
"EN11 0",2520,695,1150,46,297,283,15
"EN11 8",3100,941,1023,65,474,498,45
"EN11 9",3102,1282,1341,33,195,194,18
"EN2  0",4073,1099,1612,497,102,604,44
"EN2  6",1850,612,594,105,15,469,27
"EN2  7",3006,1325,1036,100,57,413,26
"EN2  8",3158,1052,1139,166,99,604,61
"EN2  9",626,268,226,37,3,65,9
"EN3  4",4335,732,1056,910,364,1050,44
"EN3  5",5750,1218,1769,1184,277,1126,49
"EN3  6",7347,1390,2472,829,792,1565,71
"EN3  7",3676,774,1128,489,275,895,35
"EN4  0",1834,827,668,95,14,191,10
"EN4  8",4871,1634,1876,153,187,880,52
"EN4  9",3318,1101,1216,276,75,560,24
"EN5  1",2758,978,978,41,76,613,31
"EN5  2",5356,1522,1682,984,380,590,44
"EN5  3",1418,587,422,220,42,113,6
"EN5  4",2196,776,870,44,71,362,27
"EN5  5",3813,1191,1274,155,220,828,30
"EN6  1",2712,1323,847,39,78,359,26
"EN6  2",2845,1222,998,124,200,243,25
"EN6  3",2093,638,839,9,372,169,22
"EN6  4",2093,1068,751,42,40,152,12
"EN6  5",2125,751,742,33,398,161,13
"EN7  5",2844,1109,1209,63,283,143,10
"EN7  6",5468,1809,2636,82,442,286,25
"EN8  0",3960,1158,1630,288,457,359,28
"EN8  7",3021,764,1003,96,417,617,24
"EN8  8",4583,1478,1518,362,526,561,36
"EN8  9",3368,1193,1291,79,393,358,24
"EN9  1",3482,993,1186,590,252,361,28
"EN9  2",2012,965,739,131,18,101,11
"EN9  3",4677,1298,1770,903,152,448,42
"EX1  1",772,102,122,73,145,281,12
"EX1  2",3870,899,1055,282,398,1102,57
"EX1  3",4582,1561,1473,1005,66,349,44
"EX10 0",1953,1004,495,126,23,212,34
"EX10 8",1838,1256,212,35,37,227,23
"EX10 9",4286,2325,1012,399,128,287,40
"EX11 1",3321,1567,1072,192,57,343,36
"EX12 2",3564,1993,751,159,93,469,44
"EX12 3",821,403,172,71,27,99,25
"EX12 4",220,107,58,15,0,23,5
"EX13 5",3191,1394,819,317,137,384,68
"EX13 7",1675,980,395,76,23,138,22
"EX13 8",253,116,58,32,12,24,5
"EX14 1",2854,1092,723,323,163,463,32
"EX14 2",2440,1093,850,141,43,261,26
"EX14 3",1566,710,545,68,15,173,21
"EX14 4",1089,550,348,29,22,82,23
"EX14 9",1249,673,330,50,12,125,29
"EX15 1",3648,1204,1321,283,194,510,52
"EX15 2",2386,924,894,154,51,267,35
"EX15 3",2779,1090,877,192,165,306,41
"EX16 4",2564,1073,739,227,95,331,32
"EX16 5",2165,637,581,439,140,267,48
"EX16 6",4211,1068,1231,503,235,947,72
"EX16 7",1761,728,590,100,47,220,16
"EX16 8",1632,791,470,32,84,176,32
"EX16 9",1483,716,382,89,16,203,25
"EX17 1",947,435,333,33,5,118,13
"EX17 2",1006,393,267,43,125,137,14
"EX17 3",1892,526,602,201,104,372,26
"EX17 4",1280,606,405,77,15,123,22
"EX17 5",1319,500,501,84,33,157,15
"EX17 6",1756,751,602,123,10,199,27
"EX18 7",1379,679,366,45,66,169,16
"EX19 8",1590,824,421,17,76,181,17
"EX2  4",3036,954,789,230,224,743,38
"EX2  5",3724,1328,1284,364,130,470,68
"EX2  6",2259,578,625,707,53,200,36
"EX2  7",2174,549,831,192,164,330,27
"EX2  8",3485,1108,1113,143,194,826,52
"EX2  9",3028,1051,1217,135,125,408,52
"EX20 1",3406,1271,1015,91,340,580,49
"EX20 2",1933,870,567,47,114,238,49
"EX20 3",1838,816,518,24,106,287,32
"EX20 4",1266,654,326,14,24,180,25
"EX21 5",1855,962,551,19,64,163,38
"EX22 6",2493,1101,591,82,165,445,39
"EX22 7",1905,963,562,27,59,200,38
"EX23 0",1456,775,390,58,19,136,30
"EX23 8",3409,1405,773,197,306,579,39
"EX23 9",2045,960,562,127,34,254,40
"EX24 6",1707,974,385,124,52,131,15
"EX3  0",2407,1242,568,120,31,350,37
"EX31 1",1767,552,447,46,332,285,46
"EX31 2",2706,1354,830,55,135,252,32
"EX31 3",3457,1610,1144,44,172,363,37
"EX31 4",2662,1035,748,47,215,291,269
"EX32 0",2115,859,754,31,86,274,53
"EX32 7",2937,733,884,183,442,595,52
"EX32 8",2769,732,806,188,383,575,44
"EX32 9",2228,696,772,54,232,403,43
"EX33 1",2420,1179,703,22,124,264,57
"EX33 2",2041,894,641,40,144,251,30
"EX34 0",1193,597,278,10,43,215,19
"EX34 7",715,347,182,4,17,118,28
"EX34 8",2745,979,864,50,255,499,41
"EX34 9",2872,866,745,48,195,898,62
"EX35 6",715,302,195,9,54,115,17
"EX36 3",1678,737,400,30,77,335,35
"EX36 4",2025,773,553,63,255,258,40
"EX37 9",1379,666,430,17,51,144,30
"EX38 7",1839,684,608,48,209,237,30
"EX38 8",1632,712,466,16,59,311,35
"EX39 1",4616,2148,1180,88,287,736,70
"EX39 2",1956,626,415,18,218,610,38
"EX39 3",3884,1588,1271,93,299,486,50
"EX39 4",2917,954,879,127,384,442,45
"EX39 5",2562,1123,783,37,107,378,55
"EX39 6",838,378,196,14,55,145,23
"EX4  0",122,47,41,11,4,14,3
"EX4  1",3893,1331,1354,295,329,445,60
"EX4  2",3287,870,1182,120,524,470,47
"EX4  3",1192,190,135,106,139,556,20
"EX4  4",2869,739,513,55,429,995,38
"EX4  5",1341,610,484,9,21,189,12
"EX4  6",2609,634,482,26,147,1231,51
"EX4  7",2116,429,561,268,173,598,44
"EX4  8",2531,913,771,276,313,163,27
"EX4  9",1623,482,568,391,39,114,16
"EX5  1",1546,741,493,87,18,158,16
"EX5  2",1930,778,680,115,49,220,33
"EX5  3",924,271,339,60,55,136,35
"EX5  4",2169,874,712,199,50,280,19
"EX5  5",1234,527,359,125,14,149,30
"EX6  6",1257,719,301,32,26,135,14
"EX6  7",1695,849,465,26,78,216,24
"EX6  8",2967,1112,1098,57,196,418,30
"EX7  0",2432,1125,759,18,80,313,43
"EX7  9",3203,1202,774,77,307,690,57
"EX8  1",3347,950,947,36,111,1117,104
"EX8  2",3585,1737,826,439,48,447,33
"EX8  3",2472,1107,771,228,98,152,64
"EX8  4",4137,1674,1472,356,187,329,72
"EX8  5",2771,1007,1100,97,104,317,92
"EX9  6",2511,1455,508,161,47,252,26
"EX9  7",721,335,177,40,8,122,18
"FY1  1",161,23,16,1,15,97,2
"FY1  2",3628,714,776,107,298,1628,53
"FY1  3",2120,293,388,210,186,949,39
"FY1  4",3011,594,615,97,92,1531,47
"FY1  5",2785,613,666,210,136,1049,69
"FY1  6",3720,949,996,130,169,1341,89
"FY2  0",6675,2070,2437,843,278,845,80
"FY2  9",4456,1677,1483,18,29,1117,81
"FY3  0",767,282,333,10,56,69,11
"FY3  7",4857,1140,1346,1242,299,652,73
"FY3  8",4271,1147,1455,491,105,915,111
"FY3  9",4371,1498,1841,56,20,802,105
"FY4  1",3733,1087,1037,12,69,1402,82
"FY4  2",3340,1293,1300,15,65,574,61
"FY4  3",4636,1506,1637,383,55,861,120
"FY4  4",5528,1590,1844,766,210,938,99
"FY4  5",2300,1001,791,88,106,252,35
"FY5  1",3670,1717,1106,8,80,655,60
"FY5  2",5490,2643,2013,26,192,491,58
"FY5  3",5237,2154,1939,156,57,766,86
"FY5  4",3604,1197,1557,26,199,526,45
"FY5  5",2407,1234,838,3,28,238,25
"FY6  0",3244,1638,1037,7,127,332,55
"FY6  7",5735,2576,2182,23,153,658,62
"FY6  8",2448,1266,820,15,109,182,24
"FY6  9",1174,613,394,2,28,92,12
"FY7  6",3304,815,950,37,307,1044,82
"FY7  7",3741,1126,1279,155,698,389,35
"FY7  8",4128,1719,1280,181,561,261,50
"FY8  1",4657,1705,1181,21,161,1440,75
"FY8  2",4335,1825,1365,18,138,856,67
"FY8  3",4790,1998,1486,98,471,578,78
"FY8  4",4832,2215,1599,55,288,543,56
"FY8  5",2820,1044,843,12,118,688,60
"GL1  1",1045,102,131,32,130,617,19
"GL1  2",1899,386,344,223,241,553,50
"GL1  3",2680,615,617,238,191,909,46
"GL1  4",4607,1081,1408,323,343,1268,81
"GL1  5",4191,1035,1699,187,239,915,65
"GL10 2",2843,862,1024,508,58,298,28
"GL10 3",2957,1210,1002,335,58,261,18
"GL11 4",2693,849,908,400,136,307,27
"GL11 5",3446,1394,1291,396,52,223,31
"GL11 6",1631,662,524,278,22,98,13
"GL12 7",2680,1036,904,341,55,282,20
"GL12 8",3006,1108,1318,77,172,248,29
"GL13 9",2479,963,789,252,42,341,41
"GL14 1",1504,706,486,25,63,152,29
"GL14 2",3573,1221,1094,141,546,466,41
"GL14 3",1625,635,592,37,180,146,14
"GL15 4",2073,869,769,39,194,124,25
"GL15 5",3725,1367,1263,105,482,378,52
"GL15 6",2989,1317,979,39,296,259,24
"GL16 7",3000,1216,1053,85,390,179,29
"GL16 8",2746,1025,863,60,313,395,39
"GL17 0",1799,776,647,33,125,134,29
"GL17 9",2804,1164,1050,61,291,155,39
"GL18 1",2575,1075,757,61,242,340,39
"GL18 2",614,267,208,11,48,50,10
"GL19 3",2423,1200,764,25,130,210,33
"GL19 4",1289,592,403,14,88,131,17
"GL2  0",4845,1960,2158,132,55,442,49
"GL2  2",1722,127,791,15,324,254,74
"GL2  3",203,80,74,1,3,34,3
"GL2  4",6462,1569,3307,112,137,1124,97
"GL2  5",1591,356,423,390,226,146,21
"GL2  7",1833,729,710,129,28,165,34
"GL2  8",1441,763,501,12,41,94,13
"GL2  9",2772,1278,986,34,65,335,25
"GL20 5",3440,917,943,134,799,503,57
"GL20 6",1118,574,371,20,41,73,15
"GL20 7",3025,908,1263,15,237,452,82
"GL20 8",4494,1621,1886,47,378,405,84
"GL3  1",2466,564,887,82,337,303,256
"GL3  2",3205,1488,1218,23,114,275,57
"GL3  3",3778,1793,1392,113,76,314,46
"GL3  4",3533,1149,1291,176,464,327,43
"GL4  0",5224,1946,1898,497,201,489,80
"GL4  3",1347,581,526,46,36,115,20
"GL4  4",4155,1108,1904,365,207,449,60
"GL4  5",3517,1104,1896,8,69,346,32
"GL4  6",4426,984,1291,1330,349,355,37
"GL4  8",1076,554,359,27,8,91,14
"GL5  1",3490,1006,1194,490,174,508,41
"GL5  2",2005,719,701,75,116,344,18
"GL5  3",1861,702,742,41,84,251,20
"GL5  4",4469,1550,1533,658,134,485,45
"GL5  5",1540,779,544,64,11,107,13
"GL50 1",616,108,98,1,13,373,13
"GL50 2",4212,1356,1102,40,138,1451,63
"GL50 3",1896,304,349,49,143,987,37
"GL50 4",3610,982,1012,254,201,1053,66
"GL51 0",5200,1264,1791,827,434,681,61
"GL51 3",4443,1807,1782,166,126,448,41
"GL51 4",1038,477,270,51,167,45,9
"GL51 6",3369,1628,1179,50,61,356,38
"GL51 7",2814,486,701,902,286,320,42
"GL51 8",2838,756,1033,292,86,555,52
"GL51 9",2440,600,718,374,80,569,44
"GL52 2",2546,511,690,103,169,995,32
"GL52 3",2415,1184,824,72,64,211,22
"GL52 5",3654,1103,1221,730,129,333,36
"GL52 6",4207,1392,1563,66,89,978,57
"GL52 7",636,184,317,1,14,104,9
"GL52 8",4247,1643,1525,43,512,400,47
"GL52 9",1600,913,530,4,50,73,5
"GL53 0",1792,900,657,11,7,180,14
"GL53 7",2637,988,886,11,78,595,42
"GL53 8",2182,903,868,139,22,207,21
"GL53 9",1734,862,580,35,63,154,12
"GL54 1",1410,621,318,23,200,154,26
"GL54 2",2444,957,711,26,300,293,40
"GL54 3",1620,589,433,25,157,277,37
"GL54 4",1224,473,383,14,71,188,19
"GL54 5",3191,1377,804,56,358,382,53
"GL55 6",2451,1076,618,31,307,256,41
"GL56 0",2444,942,605,42,351,315,66
"GL56 9",1471,566,399,18,191,196,18
"GL6  0",2710,945,906,276,140,335,35
"GL6  6",1786,924,509,112,10,181,21
"GL6  7",1639,847,449,47,23,203,25
"GL6  8",2727,1055,1155,82,45,332,27
"GL6  9",1610,791,414,198,43,125,9
"GL7  1",6210,1859,1827,158,1267,883,88
"GL7  2",2272,980,668,35,254,250,38
"GL7  3",2102,865,558,47,248,245,35
"GL7  4",1822,734,603,42,210,156,28
"GL7  5",3087,1161,944,39,338,384,55
"GL7  6",1791,608,447,35,197,329,118
"GL7  7",886,346,225,8,73,160,26
"GL8  8",3694,1369,1057,75,492,448,69
"GL9  1",1089,353,340,15,80,196,32
"GU1  1",4236,999,1396,779,223,647,62
"GU1  2",3622,1449,1239,270,47,526,34
"GU1  3",2185,664,607,62,118,651,38
"GU1  4",2329,319,564,219,175,860,47
"GU10 1",1935,650,815,213,38,150,16
"GU10 2",1084,443,407,77,23,79,11
"GU10 3",1604,741,628,70,5,105,12
"GU10 4",2604,1134,1091,52,38,223,31
"GU10 5",1448,575,515,16,153,143,15
"GU11 1",2508,251,481,41,366,704,509
"GU11 2",1079,19,56,13,155,115,695
"GU11 3",5059,1294,2011,139,736,725,62
"GU12 4",5696,1168,2582,163,857,737,93
"GU12 5",3339,1139,1500,100,80,430,45
"GU12 6",3844,1241,1573,376,338,241,34
"GU14 0",3183,786,1517,65,372,319,51
"GU14 6",3955,866,1536,46,550,765,88
"GU14 7",2579,824,1095,18,151,331,23
"GU14 8",6107,1506,2416,184,1336,432,115
"GU14 9",5840,1576,2824,97,599,467,134
"GU15 1",3762,1472,1862,4,65,296,29
"GU15 2",3656,1289,1372,49,314,501,61
"GU15 3",2740,781,963,47,312,492,28
"GU15 4",2918,539,866,116,771,294,255
"GU16 6",4012,1370,1667,26,226,373,261
"GU16 7",801,230,275,16,151,99,16
"GU16 8",2951,1173,1271,36,213,203,16
"GU16 9",1438,439,742,9,51,169,16
"GU17 0",2649,1002,1273,15,147,156,25
"GU17 9",1540,550,665,11,75,175,32
"GU18 5",2778,1133,1265,16,100,229,16
"GU19 5",2332,700,1033,27,238,281,22
"GU2  4",1288,529,342,89,29,257,18
"GU2  7",2679,823,880,244,66,538,83
"GU2  8",3162,595,713,1054,142,545,36
"GU2  9",4644,1256,2008,324,164,645,49
"GU20 6",1782,718,761,13,65,179,17
"GU21 2",4538,1226,2153,259,158,569,41
"GU21 3",4638,1182,1943,630,121,608,34
"GU21 4",3723,1505,1532,190,155,285,18
"GU21 5",3076,545,912,735,157,593,60
"GU21 6",1085,175,290,46,68,467,17
"GU21 7",903,337,343,6,88,114,6
"GU21 8",1717,487,668,243,142,133,18
"GU22 0",2701,1114,1071,133,65,265,22
"GU22 7",4035,1191,1125,32,150,1381,54
"GU22 8",3466,1462,1306,183,96,339,26
"GU22 9",3071,958,1258,467,58,259,30
"GU23 6",1532,617,559,82,38,120,72
"GU23 7",1142,450,421,110,39,86,10
"GU24 0",1590,438,505,67,50,130,362
"GU24 8",1761,755,650,22,148,120,21
"GU24 9",2998,1141,1473,14,63,224,33
"GU25 4",2131,905,686,65,13,345,31
"GU26 6",2977,1218,1088,111,115,327,51
"GU27 1",2844,899,1034,446,68,297,22
"GU27 2",2122,820,804,160,50,244,20
"GU27 3",2327,924,856,49,232,160,33
"GU28 0",1660,602,372,45,237,260,54
"GU28 9",1164,409,305,35,181,152,24
"GU29 0",1434,565,321,28,165,217,44
"GU29 9",2837,1101,685,94,484,357,39
"GU3  1",914,347,296,96,21,105,18
"GU3  2",1092,586,350,41,20,65,15
"GU3  3",2482,1038,967,154,82,147,43
"GU30 7",3783,1463,1382,54,385,354,46
"GU31 4",3294,1437,1088,37,287,343,40
"GU31 5",1531,593,424,37,217,176,26
"GU32 1",1322,479,390,55,189,131,25
"GU32 2",1425,595,439,13,94,180,43
"GU32 3",2194,566,619,45,443,420,37
"GU33 6",770,295,265,7,56,115,10
"GU33 7",2594,1072,885,33,258,280,26
"GU34 1",2882,1063,874,64,436,320,38
"GU34 2",4241,1327,1485,142,678,446,91
"GU34 3",1042,386,295,12,70,193,20
"GU34 4",1500,631,558,10,68,145,34
"GU34 5",2618,1135,1079,15,139,145,29
"GU35 0",4247,962,1750,113,696,365,245
"GU35 8",2291,967,882,36,209,145,17
"GU35 9",2568,811,1158,38,217,219,71
"GU4  7",4520,1674,1754,161,146,640,43
"GU4  8",2143,886,728,213,28,179,13
"GU46 6",4417,1634,2125,18,282,275,52
"GU46 7",1416,535,654,4,107,90,9
"GU47 0",4215,1206,2254,94,193,328,103
"GU47 8",1677,671,804,8,55,95,17
"GU47 9",1593,424,731,87,132,175,26
"GU5  0",2772,1193,930,302,11,226,43
"GU5  9",1726,688,527,105,82,236,25
"GU51 1",1839,222,1041,3,89,320,12
"GU51 2",1055,248,521,3,35,225,12
"GU51 3",3593,1464,1431,13,150,413,33
"GU51 4",1650,772,581,10,91,151,11
"GU51 5",1285,429,513,16,175,124,11
"GU52 0",992,185,578,2,27,161,16
"GU52 6",3041,1294,1263,16,231,189,15
"GU52 7",1266,656,536,1,12,48,7
"GU52 8",954,216,362,4,43,100,225
"GU6  7",3434,1377,1209,418,128,186,28
"GU6  8",2505,1200,700,79,79,279,71
"GU7  1",3121,1163,1233,83,46,494,48
"GU7  2",2626,869,931,291,67,324,69
"GU7  3",3521,1040,1158,665,136,395,35
"GU8  4",2220,882,794,194,42,179,34
"GU8  5",3173,1148,1166,365,71,228,39
"GU8  6",1566,713,461,160,22,142,18
"GU9  0",2987,1102,1256,142,199,239,19
"GU9  7",2296,742,548,302,135,462,33
"GU9  8",3924,1470,1426,455,98,364,38
"GU9  9",3134,966,1244,316,140,335,22
"HA0  1",3145,708,993,162,193,956,58
"HA0  2",4305,868,1198,390,446,1242,70
"HA0  3",3649,1122,1310,56,164,885,38
"HA0  4",3764,1050,974,243,275,980,92
"HA1  1",2879,635,813,103,109,1117,37
"HA1  2",2896,571,646,180,215,1113,67
"HA1  3",3828,959,1030,139,461,978,87
"HA1  4",4877,1320,1752,202,166,1258,66
"HA2  0",4068,780,1154,499,581,824,71
"HA2  6",2949,943,1061,165,136,506,32
"HA2  7",2641,1145,1040,15,20,375,13
"HA2  8",4501,1212,1662,81,249,1131,89
"HA2  9",5004,1339,1830,409,216,1076,51
"HA3  0",3593,1449,1174,72,77,711,43
"HA3  5",3559,746,1124,338,302,912,50
"HA3  6",3217,1046,1151,358,180,375,33
"HA3  7",4201,1053,1332,308,356,967,49
"HA3  8",3650,1353,1445,56,55,625,26
"HA3  9",4814,1466,1486,591,168,923,56
"HA4  0",3578,1205,1711,194,51,339,25
"HA4  6",4236,1431,1692,203,89,622,144
"HA4  7",4181,1545,1584,270,188,404,124
"HA4  8",3364,1276,1200,123,207,457,30
"HA4  9",4152,1416,1944,205,124,384,29
"HA5  1",3376,1432,1457,77,22,335,28
"HA5  2",3684,1390,1262,403,143,398,44
"HA5  3",4278,1651,1341,457,133,591,32
"HA5  4",3342,1479,1227,29,34,491,21
"HA5  5",2980,1186,1073,140,108,392,30
"HA6  1",3539,1222,1146,291,133,656,39
"HA6  2",3267,1284,908,85,357,485,82
"HA6  3",2017,857,655,56,25,269,124
"HA7  1",2599,710,908,64,157,680,38
"HA7  2",3937,1472,1680,123,40,513,54
"HA7  3",3076,1197,961,326,101,322,103
"HA7  4",3463,1215,1020,225,279,567,40
"HA8  0",4071,511,1060,1321,292,725,44
"HA8  5",3808,1142,1207,102,272,903,61
"HA8  6",3819,1226,1302,297,54,805,57
"HA8  7",1866,572,458,87,93,563,44
"HA8  8",5206,1525,1713,631,356,802,33
"HA8  9",4177,1113,1387,482,260,820,48
"HA9  0",1089,55,91,108,172,521,23
"HA9  6",3157,1091,939,69,176,764,37
"HA9  7",2900,573,689,227,311,951,40
"HA9  8",4335,1284,1121,106,345,1282,61
"HA9  9",4198,822,924,348,801,1095,41
"HD1  1",178,6,14,1,32,114,3
"HD1  3",2528,568,490,190,324,818,46
"HD1  4",3710,1031,919,315,228,1061,66
"HD1  5",1228,247,172,9,128,633,18
"HD1  6",1245,191,152,342,79,388,25
"HD2  1",6739,1388,1964,1700,468,911,97
"HD2  2",5332,2086,1931,92,147,931,78
"HD3  3",6584,2595,2385,290,122,1002,92
"HD3  4",6460,1626,2343,815,244,1213,103
"HD4  5",4994,1435,1773,555,126,904,63
"HD4  6",4731,1330,1328,906,232,757,58
"HD4  7",3470,1371,1072,573,49,275,48
"HD5  0",2236,1005,864,109,11,193,30
"HD5  8",6063,1893,2025,880,162,925,82
"HD5  9",5258,1408,1698,1061,175,687,77
"HD6  1",1343,350,431,17,100,395,28
"HD6  2",3429,1246,1147,226,313,417,33
"HD6  3",5328,1744,1976,423,475,559,60
"HD6  4",2240,752,935,55,101,330,36
"HD7  4",3535,1240,1492,231,40,424,62
"HD7  5",4290,1488,1744,245,41,648,67
"HD7  6",1995,706,748,170,19,290,21
"HD8  0",4456,1769,1803,260,37,458,48
"HD8  8",4927,1991,2142,161,44,447,58
"HD8  9",4467,1714,1718,346,72,492,48
"HD9  1",3071,1268,1191,217,29,291,44
"HD9  2",1835,673,757,74,13,253,29
"HD9  3",1645,717,643,89,10,128,26
"HD9  4",1663,693,679,49,34,144,18
"HD9  5",1904,614,674,280,29,252,26
"HD9  6",2753,1095,1038,241,40,267,28
"HD9  7",2071,850,814,90,21,240,28
"HG1  1",661,75,98,6,93,349,11
"HG1  2",3365,1103,1113,90,194,771,47
"HG1  3",3169,1315,1337,64,49,300,58
"HG1  4",5448,1552,1935,731,261,767,66
"HG1  5",2894,698,791,27,160,1111,59
"HG2  0",3730,1512,1121,19,128,853,50
"HG2  7",4741,1656,1660,420,280,537,60
"HG2  8",3507,1536,1310,45,45,499,33
"HG2  9",2265,1048,822,2,62,254,18
"HG3  1",2154,984,772,86,27,200,31
"HG3  2",4623,1495,1735,270,243,645,139
"HG3  3",1839,797,559,66,50,279,29
"HG3  4",890,405,287,19,13,137,14
"HG3  5",1548,628,436,112,38,257,28
"HG4  1",3590,1093,1108,426,226,591,63
"HG4  2",3369,1293,1100,161,161,386,200
"HG4  3",1750,812,485,59,37,241,49
"HG4  4",1095,429,223,82,27,246,47
"HG4  5",1080,378,303,91,30,188,39
"HG5  0",3819,1397,1338,308,195,449,58
"HG5  8",2157,936,799,81,39,246,24
"HG5  9",1830,918,678,44,28,113,13
"HP1  1",3355,1084,1274,244,229,431,27
"HP1  2",3603,881,1267,1052,37,304,28
"HP1  3",3288,830,1239,766,82,299,31
