
"QS302EW - General health"
"ONS Crown Copyright Reserved [from Nomis on 12 August 2018]"
"Population :","All usual residents"
"Units      :","Persons"
"Date       :","2011"
"Rural Urban:","Total"

"postcode sector","All categories: General health","Very good health","Good health","Fair health","Bad health","Very bad health"
"WA15 6",12652,6753,4024,1377,385,113
"WA15 7",10409,5321,3259,1313,412,104
"WA15 8",8834,4954,2651,911,256,62
"WA15 9",5786,3736,1458,436,118,38
"WA16 0",5896,3154,1796,678,220,48
"WA16 6",2946,1466,1007,343,103,27
"WA16 7",3308,1645,1026,472,123,42
"WA16 8",7640,3843,2438,966,306,87
"WA16 9",3754,2050,1175,408,100,21
"WA2  0",17665,8299,5890,2350,903,223
"WA2  7",7446,3326,2551,1077,388,104
"WA2  8",5877,2861,1912,775,252,77
"WA2  9",9804,4269,3340,1435,596,164
"WA3  1",3351,1642,1121,427,127,34
"WA3  2",9830,4695,3216,1322,465,132
"WA3  3",10225,4548,3344,1536,624,173
"WA3  4",4627,2396,1527,503,153,48
"WA3  5",4503,2182,1514,566,191,50
"WA3  6",10612,4801,3718,1413,524,156
"WA3  7",4609,2186,1555,588,218,62
"WA4  1",10003,4461,3531,1298,549,164
"WA4  2",13222,6899,4295,1442,466,120
"WA4  3",4203,2200,1274,484,207,38
"WA4  4",3328,1846,1070,320,79,13
"WA4  5",7246,4165,2212,679,145,45
"WA4  6",8671,4315,2835,1100,324,97
"WA5  0",5958,2772,1965,805,315,101
"WA5  1",13192,6518,4312,1660,555,147
"WA5  2",10146,4796,3499,1318,430,103
"WA5  3",11179,6357,3448,1019,279,76
"WA5  4",3913,1684,1300,632,234,63
"WA5  7",1726,1082,491,114,29,10
"WA5  8",6847,4197,1906,516,186,42
"WA5  9",5539,2724,1766,677,264,108
"WA6  0",3853,1978,1197,456,173,49
"WA6  6",4690,2407,1534,568,144,37
"WA6  7",5451,2561,1813,747,269,61
"WA6  8",2474,1344,777,281,57,15
"WA6  9",2457,1305,757,289,90,16
"WA7  1",6194,3350,1923,573,278,70
"WA7  2",15518,6572,4659,2548,1349,390
"WA7  3",3534,1774,1151,429,137,43
"WA7  4",9182,4252,3067,1301,431,131
"WA7  5",13010,5703,4276,1964,848,219
"WA7  6",15833,7408,5016,2056,1004,349
"WA8  0",3275,1433,1041,513,225,63
"WA8  3",6701,3225,2176,877,350,73
"WA8  4",6861,3124,2191,991,452,103
"WA8  5",2003,1005,609,275,84,30
"WA8  6",7377,3304,2209,1145,583,136
"WA8  7",10689,4786,3442,1591,672,198
"WA8  8",12807,5791,3982,1895,920,219
"WA8  9",12221,6715,3769,1258,375,104
"WA9  1",5123,1988,1488,970,516,161
"WA9  2",6723,2725,2065,1167,599,167
"WA9  3",11407,4867,3688,1698,880,274
"WA9  4",13584,6074,4402,2018,830,260
"WA9  5",12033,5745,3671,1645,766,206
"WC1A 1",268,149,78,23,14,4
"WC1A 2",277,147,94,29,5,2
"WC1B 3",1091,614,321,113,35,8
"WC1B 4",576,298,184,71,22,1
"WC1E 6",1281,809,338,86,38,10
"WC1E 7",1001,533,320,97,38,13
"WC1H 0",1283,679,430,129,31,14
"WC1H 8",2872,1317,921,415,160,59
"WC1H 9",4173,2304,1350,376,104,39
"WC1N 1",3196,1604,1000,384,151,57
"WC1N 2",1623,1023,424,134,32,10
"WC1N 3",2476,1230,759,298,142,47
"WC1R 4",630,350,189,59,22,10
"WC1V 6",367,231,98,29,8,1
"WC1V 7",593,322,161,72,28,10
"WC1X 0",3337,1658,1038,407,175,59
"WC1X 8",311,181,85,26,15,4
"WC1X 9",4305,2353,1258,449,175,70
"WC2B 4",652,283,218,89,51,11
"WC2B 5",1255,545,439,180,65,26
"WC2E 7",641,348,188,77,21,7
"WC2E 9",264,141,89,25,5,4
"WC2H 0",778,391,248,86,32,21
"WC2H 7",243,88,79,47,22,7
"WC2H 8",197,117,56,15,9,0
"WC2H 9",1273,682,427,113,40,11
"WC2N 4",279,158,89,24,3,5
"WC2N 5",463,265,166,27,4,1
"WC2N 6",290,184,72,24,8,2
"WD17 1",1087,580,360,115,31,1
"WD17 2",3208,1670,1061,329,122,26
"WD17 3",3886,2149,1252,385,69,31
"WD17 4",7606,3909,2543,843,228,83
"WD18 0",7819,4003,2825,745,196,50
"WD18 6",4984,2318,1697,650,260,59
"WD18 7",10891,5765,3725,1010,298,93
"WD18 8",640,362,227,35,11,5
"WD19 4",9844,5023,3397,1045,288,91
"WD19 5",4861,1952,1935,742,179,53
"WD19 6",7094,3184,2544,943,324,99
"WD19 7",5576,2477,1981,763,262,93
"WD23 1",5754,2931,1920,648,171,84
"WD23 2",8118,4385,2690,814,171,58
"WD23 3",5457,2851,1757,628,187,34
"WD23 4",6311,3227,2139,696,200,49
"WD24 4",4148,2121,1495,378,127,27
"WD24 5",6759,3383,2412,693,222,49
"WD24 6",5170,2554,1775,582,193,66
"WD24 7",5538,2813,1944,566,172,43
"WD25 0",8042,3837,3011,906,222,66
"WD25 7",8271,4029,2867,1003,300,72
"WD25 8",1355,731,436,139,33,16
"WD25 9",10140,4840,3491,1347,364,98
"WD3  1",4323,2255,1418,477,140,33
"WD3  3",11575,5980,3920,1294,312,69
"WD3  4",3722,2157,1206,288,58,13
"WD3  5",7451,4079,2346,755,198,73
"WD3  6",1164,644,360,120,30,10
"WD3  7",3560,1987,1108,351,92,22
"WD3  8",6297,3156,2193,715,191,42
"WD3  9",2574,1296,890,296,79,13
"WD4  8",7851,4141,2572,865,205,68
"WD4  9",3401,1913,1062,360,52,14
"WD5  0",11497,5615,4026,1376,393,87
"WD6  1",7324,3841,2373,779,252,79
"WD6  2",8964,4541,2964,1038,335,86
"WD6  3",5422,2982,1698,533,162,47
"WD6  4",8412,4082,2790,1102,343,95
"WD6  5",7423,3590,2476,918,338,101
"WD7  7",2941,1835,870,183,46,7
"WD7  8",5222,2993,1522,552,115,40
"WD7  9",4306,2345,1389,439,103,30
"WF1  1",1152,375,377,248,128,24
"WF1  2",7092,3002,2569,1089,336,96
"WF1  3",8823,3979,3138,1224,369,113
"WF1  4",10213,4113,3625,1642,654,179
"WF1  5",6617,2932,2327,918,352,88
"WF10 1",2527,955,886,423,203,60
"WF10 2",8967,3900,2921,1387,573,186
"WF10 3",12553,4847,4192,2189,1031,294
"WF10 4",10919,4583,3713,1756,673,194
"WF10 5",10491,4464,3494,1672,656,205
"WF11 0",5997,2314,2128,999,437,119
"WF11 8",6439,2531,2198,1135,441,134
"WF11 9",4548,1875,1495,742,347,89
"WF12 0",9577,4178,3375,1401,491,132
"WF12 7",8101,3406,3032,1208,361,94
"WF12 8",6510,2882,2277,926,328,97
"WF12 9",9788,4325,3565,1292,451,155
"WF13 1",1486,606,549,218,92,21
"WF13 2",6386,2691,2270,944,363,118
"WF13 3",11450,4974,4158,1583,583,152
"WF13 4",8140,3591,2864,1185,401,99
"WF14 0",7146,3227,2470,1064,308,77
"WF14 8",3909,1878,1313,482,155,81
"WF14 9",8508,3788,2914,1302,389,115
"WF15 6",5161,2265,1814,769,247,66
"WF15 7",7511,3360,2712,1075,285,79
"WF15 8",5025,2244,1744,752,236,49
"WF16 0",4858,2238,1724,636,207,53
"WF16 9",7765,3378,2653,1176,442,116
"WF17 0",8058,3669,2876,1100,346,67
"WF17 5",3378,1392,1175,558,205,48
"WF17 6",7082,3248,2500,916,334,84
"WF17 7",13043,5889,4315,1870,760,209
"WF17 8",6354,2779,2269,931,296,79
"WF17 9",5804,2494,1978,930,323,79
"WF2  0",11326,5006,3971,1687,523,139
"WF2  6",8118,3907,2775,1061,298,77
"WF2  7",8093,3299,2895,1313,451,135
"WF2  8",13722,5769,4700,2202,816,235
"WF2  9",9764,4077,3575,1448,531,133
"WF3  1",11377,5650,3823,1396,402,106
"WF3  2",5161,2540,1778,614,182,47
"WF3  3",8734,4244,2956,1090,346,98
"WF3  4",7322,3406,2559,998,292,67
"WF4  1",8746,3932,2844,1354,481,135
"WF4  2",6497,2690,2118,1046,493,150
"WF4  3",9232,4137,3311,1306,387,91
"WF4  4",8916,4261,3077,1185,322,71
"WF4  5",5122,2414,1771,675,206,56
"WF4  6",4795,2139,1648,709,242,57
"WF5  0",8703,3617,3121,1389,444,132
"WF5  8",6062,2831,2121,798,266,46
"WF5  9",6466,3074,2215,830,275,72
"WF6  1",11465,5158,3778,1685,679,165
"WF6  2",9852,4284,3411,1502,516,139
"WF7  5",6880,2657,2285,1242,522,174
"WF7  6",6403,2613,2133,1057,460,140
"WF7  7",6902,3322,2257,922,305,96
"WF8  1",4512,1972,1420,709,302,109
"WF8  2",14548,6424,4889,2185,834,216
"WF8  3",5944,2698,2019,926,240,61
"WF8  4",7372,3038,2490,1249,468,127
"WF9  1",6813,2959,2238,982,492,142
"WF9  2",10366,4138,3410,1755,820,243
"WF9  3",8533,3349,2803,1410,732,239
"WF9  4",8985,3572,2878,1533,768,234
"WF9  5",4548,1602,1416,921,449,160
"WN1  1",436,117,155,101,50,13
"WN1  2",9764,5125,3038,1173,343,85
"WN1  3",9839,3958,3212,1708,764,197
"WN2  1",8437,3621,2757,1411,507,141
"WN2  2",8153,3585,2572,1276,548,172
"WN2  3",9336,4337,2878,1407,562,152
"WN2  4",15466,6797,5031,2407,995,236
"WN2  5",11380,5034,3830,1668,675,173
"WN3  4",5558,2575,1742,813,325,103
"WN3  5",11699,4930,4033,1808,727,201
"WN3  6",12669,6704,4013,1396,463,93
"WN4  0",9828,4455,3212,1449,560,152
"WN4  8",8906,4304,2877,1193,422,110
"WN4  9",10028,4485,3282,1561,561,139
"WN5  0",8414,3340,2840,1457,631,146
"WN5  7",11164,5145,3729,1598,546,146
"WN5  8",11161,5198,3548,1667,595,153
"WN5  9",13042,5388,4265,2159,975,255
"WN6  0",13250,6751,4131,1702,511,155
"WN6  7",9501,4375,3145,1350,502,129
"WN6  8",11968,5437,3948,1779,644,160
"WN6  9",5133,2544,1697,650,198,44
"WN7  1",9084,4027,3173,1313,470,101
"WN7  2",10026,4386,3226,1607,645,162
"WN7  3",10142,4740,3258,1410,588,146
"WN7  4",7214,3016,2396,1145,526,131
"WN7  5",10916,4522,3615,1790,790,199
"WN8  0",6195,2990,1946,871,302,86
"WN8  6",16697,7921,5421,2152,914,289
"WN8  7",4287,2177,1419,485,165,41
"WN8  8",10296,4507,3448,1470,625,246
"WN8  9",8494,3719,2891,1192,547,145
"WR1  1",3814,1878,1321,443,139,33
"WR1  2",1720,734,639,241,80,26
"WR1  3",3421,1710,1131,422,130,28
"WR10 1",6873,2769,2534,1189,298,83
"WR10 2",6009,2836,2093,786,231,63
"WR10 3",4844,2307,1735,588,173,41
"WR11 1",6851,3044,2533,929,282,63
"WR11 2",6752,3138,2509,857,190,58
"WR11 3",4079,1892,1538,502,123,24
"WR11 4",7947,3399,2923,1179,356,90
"WR11 7",8478,3904,3049,1149,290,86
"WR11 8",7507,3301,2704,1124,294,84
"WR12 7",5436,2356,2049,739,223,69
"WR13 5",3508,1649,1216,475,127,41
"WR13 6",4687,2133,1635,656,191,72
"WR14 1",11656,5283,4102,1716,438,117
"WR14 2",10989,4690,3932,1677,535,155
"WR14 3",6198,2775,2048,962,280,133
"WR14 4",5364,2673,1894,606,150,41
"WR15 8",7098,3127,2563,1046,293,69
"WR2  4",9780,4510,3452,1362,368,88
"WR2  5",11664,5265,4097,1628,486,188
"WR2  6",8455,3987,3119,1008,272,69
"WR3  7",11148,5549,3735,1379,372,113
"WR3  8",9324,4330,3345,1187,361,101
"WR4  0",10551,6038,3498,788,184,43
"WR4  9",15485,6278,5547,2538,875,247
"WR5  1",10223,4706,3570,1350,476,121
"WR5  2",8397,4379,2795,929,233,61
"WR5  3",12534,6149,4379,1518,389,99
"WR6  5",5057,2497,1740,606,148,66
"WR6  6",7034,3571,2394,782,228,59
"WR7  4",4984,2559,1698,549,145,33
"WR8  0",5707,2380,2023,974,254,76
"WR8  9",2812,1367,967,332,102,44
"WR9  0",5528,2554,1944,762,198,70
"WR9  7",9794,5032,3315,1090,270,87
"WR9  8",11313,5002,3843,1772,570,126
"WR9  9",4393,1893,1620,598,231,51
"WS1  1",413,193,168,43,5,4
"WS1  2",7859,3302,2911,1131,400,115
"WS1  3",8977,3952,3165,1249,458,153
"WS1  4",10022,4273,3443,1506,608,192
"WS10 0",14197,5798,4808,2328,956,307
"WS10 7",5930,2285,2000,1055,426,164
"WS10 8",12757,5162,4507,2024,805,259
"WS10 9",13827,5922,4673,2142,839,251
"WS11 0",4269,1714,1477,705,285,88
"WS11 1",8801,3537,3251,1413,465,135
"WS11 4",4475,1747,1628,734,298,68
"WS11 5",7462,3011,2471,1264,546,170
"WS11 6",3927,1585,1417,632,226,67
"WS11 7",4502,2618,1450,290,96,48
"WS11 8",1678,729,589,251,87,22
"WS11 9",7479,3154,2715,1142,373,95
"WS12 0",3360,1513,1177,446,172,52
"WS12 1",4882,2079,1793,751,192,67
"WS12 2",6544,3294,2184,731,248,87
"WS12 3",5043,2438,1789,553,204,59
"WS12 4",15579,6812,5396,2240,875,256
"WS13 6",8824,4051,2958,1265,392,158
"WS13 7",10948,4984,3812,1544,497,111
"WS13 8",6856,3804,2174,634,181,63
"WS14 0",4466,2255,1475,543,144,49
"WS14 9",12639,6349,4475,1370,340,105
"WS15 1",10108,4471,3383,1550,557,147
"WS15 2",14776,6382,5287,2131,781,195
"WS15 3",4121,2005,1451,484,132,49
"WS15 4",7547,3393,2589,1142,336,87
"WS2  0",8580,3452,3009,1393,560,166
"WS2  7",8062,3289,2711,1325,572,165
"WS2  8",10737,4797,3698,1503,561,178
"WS2  9",11375,4724,3920,1808,703,220
"WS3  1",12472,5189,4140,1978,869,296
"WS3  2",13129,5002,4417,2393,1024,293
"WS3  3",13625,5585,4678,2253,850,259
"WS3  4",8847,3658,3151,1470,453,115
"WS3  5",2024,865,728,287,113,31
"WS4  1",12266,4960,4293,2090,694,229
"WS4  2",4539,2019,1557,699,199,65
"WS5  3",9765,4308,3604,1373,382,98
"WS5  4",11702,5074,4113,1687,629,199
"WS6  6",9466,3743,3453,1483,612,175
"WS6  7",8717,4022,3068,1121,379,127
"WS7  0",3850,1608,1379,574,219,70
"WS7  1",5182,2357,1861,697,209,58
"WS7  2",5490,2243,2032,862,274,79
"WS7  3",1507,651,504,256,71,25
"WS7  4",7524,3149,2800,1114,375,86
"WS7  9",6314,3107,2171,766,206,64
"WS8  6",6075,2459,2091,1011,408,106
"WS8  7",9511,3955,3403,1477,508,168
"WS9  0",9388,4172,3369,1363,388,96
"WS9  8",8659,3524,3123,1455,417,140
"WS9  9",8613,3838,3047,1232,389,107
"WV1  1",2472,1215,926,243,71,17
"WV1  2",9646,3764,3348,1649,678,207
"WV1  3",712,326,278,83,20,5
"WV1  4",3709,1629,1274,539,191,76
"WV10 0",11309,4953,3973,1585,608,190
"WV10 6",11675,4879,4202,1871,564,159
"WV10 7",7013,3062,2589,1010,263,89
"WV10 8",11952,4906,4144,1960,710,232
"WV10 9",14445,6232,4916,2171,833,293
"WV11 1",11937,4945,4201,1912,670,209
"WV11 2",10838,4299,3802,1849,683,205
"WV11 3",11796,4654,4201,2023,737,181
"WV12 4",10413,4155,3813,1709,574,162
"WV12 5",15236,6658,5356,2268,737,217
"WV13 1",5808,2498,2009,867,343,91
"WV13 2",7124,3089,2470,1059,389,117
"WV13 3",7706,3085,2801,1232,452,136
"WV14 0",5950,2379,1988,956,499,128
"WV14 6",8637,3340,3085,1471,568,173
"WV14 7",4361,1843,1487,659,287,85
"WV14 8",14386,5889,5022,2320,880,275
"WV14 9",13835,5588,4903,2340,780,224
"WV15 5",3753,1705,1284,510,190,64
"WV15 6",4186,1772,1524,684,160,46
"WV16 4",7112,3230,2451,1013,294,124
"WV16 5",3360,1614,1195,419,102,30
"WV16 6",6818,2977,2473,997,292,79
"WV2  1",3155,1356,1119,462,164,54
"WV2  2",5077,2061,1783,853,288,92
"WV2  3",4166,1727,1403,688,292,56
"WV2  4",2322,939,865,361,123,34
"WV3  0",7321,2997,2516,1211,439,158
"WV3  7",6814,2978,2402,1005,330,99
"WV3  8",6739,3095,2415,901,262,66
"WV3  9",8097,3293,2864,1391,408,141
"WV4  4",13379,5776,4897,1903,623,180
"WV4  5",11377,4869,4171,1669,542,126
"WV4  6",10366,4110,3804,1732,553,167
"WV5  0",5714,2478,2067,846,244,79
"WV5  7",2770,1352,956,302,97,63
"WV5  8",4103,2073,1413,472,111,34
"WV5  9",3296,1343,1159,600,150,44
"WV6  0",13383,5786,4734,1908,732,223
"WV6  7",13382,6723,4703,1454,399,103
"WV6  8",10779,4644,3830,1686,490,129
"WV6  9",7451,3449,2590,1054,276,82
"WV7  3",7166,3641,2377,871,210,67
"WV8  1",11192,4871,3961,1702,519,139
"WV8  2",4388,2172,1494,561,124,37
"WV9  5",7231,3185,2578,1066,302,100
"YO1  6",1977,1052,664,193,50,18
"YO1  7",731,312,263,103,35,18
"YO1  9",1806,942,614,193,42,15
"YO10 3",12864,6893,4241,1276,340,114
"YO10 4",9027,4753,2879,994,317,84
"YO10 5",8602,4917,2775,660,178,72
"YO11 1",3970,1494,1435,686,282,73
"YO11 2",7468,2758,2664,1473,438,135
"YO11 3",11461,4686,4063,1847,668,197
"YO12 4",9023,4068,3074,1343,430,108
"YO12 5",9707,4094,3316,1654,511,132
"YO12 6",10678,4542,3731,1674,570,161
"YO12 7",11436,5163,4202,1443,500,128
"YO13 0",5166,2221,1878,816,208,43
"YO13 9",4945,2296,1718,684,194,53
"YO14 0",5499,1940,2049,1086,344,80
"YO14 9",5757,2043,2154,1101,366,93
"YO15 1",3416,1150,1271,707,221,67
"YO15 2",4695,1559,1656,1002,359,119
"YO15 3",5628,2081,1952,1057,394,144
"YO16 4",9530,3674,3336,1661,640,219
"YO16 6",7536,2786,2734,1495,401,120
"YO16 7",8409,3013,2871,1695,648,182
"YO17 6",2783,1414,946,330,76,17
"YO17 7",4888,2002,1813,789,223,61
"YO17 8",5763,2648,1964,826,223,102
"YO17 9",7780,3661,2760,1013,267,79
"YO18 7",5451,2243,2023,895,229,61
"YO18 8",5309,2274,1957,837,184,57
"YO19 4",1464,749,478,183,43,11
"YO19 5",4410,2121,1520,597,137,35
"YO19 6",7040,3595,2347,798,229,71
"YO21 1",5938,2582,2073,919,289,75
"YO21 2",3079,1416,1114,430,102,17
"YO21 3",5115,2046,1818,889,287,75
"YO22 4",5852,2434,2116,891,317,94
"YO22 5",2876,1212,1030,453,140,41
"YO23 1",8253,4319,2763,851,250,70
"YO23 2",3906,1880,1351,519,123,33
"YO23 3",6069,3158,2138,609,129,35
"YO23 7",1096,607,344,111,27,7
"YO24 1",5533,2948,1837,565,153,30
"YO24 2",7515,3389,2732,1039,272,83
"YO24 3",8686,3732,3104,1330,384,136
"YO24 4",7922,3759,2760,1036,295,72
"YO25 3",2436,1084,853,365,107,27
"YO25 4",4730,2142,1666,682,190,50
"YO25 5",7013,2997,2519,1127,277,93
"YO25 6",6067,2608,2183,954,252,70
"YO25 8",5950,2640,2060,885,297,68
"YO25 9",7114,3275,2555,936,270,78
"YO26 4",6090,3019,2133,702,202,34
"YO26 5",11758,5615,4005,1597,425,116
"YO26 6",5445,2808,1830,633,142,32
"YO26 7",2092,1107,712,219,48,6
"YO26 8",2938,1517,939,344,107,31
"YO26 9",1879,1078,631,133,28,9
"YO30 1",2421,1225,806,305,63,22
"YO30 2",1800,1067,591,105,33,4
"YO30 4",2846,1654,885,251,41,15
"YO30 5",7543,3811,2546,893,226,67
"YO30 6",9602,4688,3181,1213,422,98
"YO30 7",2399,1312,753,258,60,16
"YO31 0",6592,3153,2362,808,213,56
"YO31 1",4632,2168,1624,659,133,48
"YO31 7",5294,2674,1782,573,216,49
"YO31 8",7104,3609,2495,738,187,75
"YO31 9",6617,3074,2380,852,242,69
"YO32 2",5195,2423,1842,714,180,36
"YO32 3",6843,3137,2501,942,204,59
"YO32 4",2737,1124,923,463,182,45
"YO32 5",6047,3304,1962,603,129,49
"YO32 9",7448,3281,2702,1118,272,75
"YO41 1",6011,2742,2159,843,207,60
"YO41 4",2148,1232,637,223,39,17
"YO41 5",2678,1345,900,349,66,18
"YO42 1",2093,1082,726,227,43,15
"YO42 2",8337,3975,2882,1115,306,59
"YO42 4",4129,2066,1489,456,88,30
"YO43 3",7358,3375,2641,986,287,69
"YO43 4",4930,2302,1803,625,146,54
"YO51 9",5533,2639,1906,763,182,43
"YO60 6",1636,809,562,218,35,12
"YO60 7",3105,1521,1083,370,95,36
"YO61 1",5216,2778,1695,576,137,30
"YO61 2",1222,631,403,152,30,6
"YO61 3",5295,2395,1906,714,224,56
"YO61 4",2271,1165,778,240,62,26
"YO62 4",2952,1519,978,342,98,15
"YO62 5",2803,1234,1028,398,115,28
"YO62 6",4444,1972,1608,683,141,40
"YO62 7",1861,883,675,244,49,10
"YO7  1",9247,4219,3144,1337,419,128
"YO7  2",2679,1306,960,323,66,24
"YO7  3",4591,2656,1438,401,72,24
"YO7  4",3480,1794,1149,424,95,18
"YO8  3",4439,2125,1542,569,158,45
"YO8  4",6998,2953,2510,1088,353,94
"YO8  5",6557,3232,2253,823,199,50
"YO8  6",5096,2599,1701,577,170,49
"YO8  8",8413,4044,2875,1043,343,108
"YO8  9",12226,5596,4460,1615,446,109
"CF10 1",802,462,273,43,16,8
"CF10 2",1727,1046,497,125,43,16
"CF10 3",1962,1108,647,136,47,24
"CF10 4",4064,2483,1242,228,78,33
"CF10 5",6061,3217,1659,720,334,131
"CF11 0",2253,1428,651,143,26,5
"CF11 6",12248,5804,3977,1495,716,256
"CF11 7",9896,4773,3052,1265,571,235
"CF11 8",3904,1791,1288,505,247,73
"CF11 9",7757,4203,2204,908,332,110
"CF14 0",5349,3033,1602,541,137,36
"CF14 1",10205,5025,3182,1401,465,132
"CF14 2",10875,5346,3204,1491,647,187
"CF14 3",11994,6945,3462,1089,377,121
"CF14 4",9253,5149,2777,958,287,82
"CF14 5",9547,4441,3014,1324,551,217
"CF14 6",9007,4404,2781,1313,392,117
"CF14 7",4627,2261,1415,644,230,77
"CF14 9",6999,3924,2181,650,186,58
"CF15 7",5543,2634,1812,707,284,106
"CF15 8",6417,3754,1885,589,149,40
"CF15 9",5863,3239,1798,604,173,49
"CF23 5",10199,5762,2996,1020,324,97
"CF23 6",10743,5540,3471,1261,365,106
"CF23 7",8038,3955,2603,991,368,121
"CF23 8",7353,4474,2147,514,175,43
"CF23 9",10694,4805,3611,1494,625,159
"CF24 0",5420,2438,1831,731,308,112
"CF24 1",5618,2530,1905,717,361,105
"CF24 2",12926,5714,4227,1758,888,339
"CF24 3",11490,5973,3760,1136,486,135
"CF24 4",20071,12161,5976,1329,461,144
"CF24 5",335,147,110,48,23,7
"CF3  0",12208,5806,3944,1490,736,232
"CF3  1",4686,1902,1427,779,380,198
"CF3  2",3330,1842,1012,318,112,46
"CF3  3",6885,3083,2157,1070,437,138
"CF3  4",5839,2531,1810,941,427,130
"CF3  5",7939,3411,2548,1250,560,170
"CF3  6",1336,686,463,118,56,13
"CF31 1",9200,3942,2903,1524,610,221
"CF31 2",11749,6196,3659,1275,463,156
"CF31 3",4298,2064,1357,618,208,51
"CF31 4",13438,6063,4179,2117,797,282
"CF31 5",6198,3880,1687,427,147,57
"CF32 0",4946,2425,1464,715,256,86
"CF32 7",6195,2655,1826,1005,542,167
"CF32 8",7784,3336,2270,1253,704,221
"CF32 9",10980,5048,3345,1578,785,224
"CF33 4",7059,3232,2122,1041,508,156
"CF33 6",7405,3313,2233,1159,553,147
"CF34 0",10932,4504,3022,2007,1096,303
"CF34 9",9680,4504,2596,1577,758,245
"CF35 5",5609,2650,1628,826,389,116
"CF35 6",10543,4831,3470,1502,585,155
"CF36 3",9009,4003,2693,1485,641,187
"CF36 5",6996,3077,2090,1197,475,157
"CF37 1",10318,4969,3334,1361,517,137
"CF37 2",5515,2487,1735,875,341,77
"CF37 3",7523,3422,2227,1167,572,135
"CF37 4",6874,3038,2300,960,444,132
"CF37 5",8093,3238,2461,1501,668,225
"CF38 1",9923,4952,3043,1285,494,149
"CF38 2",13354,6691,4234,1593,655,181
"CF39 0",5521,2327,1663,948,461,122
"CF39 8",15268,6761,4374,2539,1214,380
"CF39 9",8137,3277,2570,1390,723,177
"CF40 1",9475,4192,2616,1588,831,248
"CF40 2",11113,4651,3193,1935,1034,300
"CF41 7",10755,4628,3037,1965,890,235
"CF42 5",6047,2448,1695,1125,603,176
"CF42 6",7374,3150,2101,1270,636,217
"CF43 3",4546,1831,1302,850,430,133
"CF43 4",7338,2925,2076,1386,753,198
"CF44 0",7817,3498,2240,1242,608,229
"CF44 6",9865,4245,2823,1703,863,231
"CF44 7",3662,1503,1121,634,298,106
"CF44 8",9043,4198,2639,1383,645,178
"CF44 9",8824,3788,2448,1531,810,247
"CF45 3",10254,4295,2898,1856,896,309
"CF45 4",9299,4235,2706,1483,682,193
"CF46 5",6356,2987,1852,903,470,144
"CF46 6",7924,3422,2396,1280,625,201
"CF47 0",7551,3503,2215,1123,524,186
"CF47 8",3215,1303,943,585,286,98
"CF47 9",11120,4885,2993,1778,1107,357
"CF48 1",8997,4099,2635,1345,673,245
"CF48 2",6207,2689,1773,1071,496,178
"CF48 3",4270,1890,1236,636,375,133
"CF48 4",7809,3262,2306,1331,679,231
"CF5  1",11402,5958,3336,1476,484,148
"CF5  2",9826,5188,3089,1142,313,94
"CF5  3",12152,5299,3783,1936,831,303
"CF5  4",16368,7088,5160,2547,1171,402
"CF5  5",11368,4802,3614,1793,871,288
"CF5  6",4908,2715,1401,574,161,57
"CF61 1",4798,2345,1535,650,214,54
"CF61 2",5185,2605,1649,652,211,68
"CF62 3",6907,3470,2237,823,296,81
"CF62 4",5133,2873,1515,509,180,56
"CF62 5",2658,1268,855,361,140,34
"CF62 6",5802,2791,1917,788,247,59
"CF62 7",7271,3268,2528,1013,373,89
"CF62 8",7265,2948,2414,1218,549,136
"CF62 9",6410,2703,2145,973,426,163
"CF63 1",9265,4233,3079,1281,510,162
"CF63 2",5437,2212,1884,827,393,121
"CF63 3",1404,558,457,258,98,33
"CF63 4",5818,2459,2040,854,362,103
"CF64 1",5355,2820,1612,614,232,77
"CF64 2",8190,3933,2571,1186,375,125
"CF64 3",8460,4395,2432,1155,377,101
"CF64 4",7799,3745,2482,1132,351,89
"CF64 5",6770,3273,2128,921,282,166
"CF71 7",9049,4815,2800,1034,317,83
"CF72 8",10908,5768,3182,1381,451,126
"CF72 9",14649,7261,4537,1895,747,209
"CF81 8",8258,3281,2427,1538,747,265
"CF81 9",8173,3367,2304,1429,845,228
"CF82 6",835,518,212,73,26,6
"CF82 7",13377,6025,4033,2078,920,321
"CF82 8",6021,2564,1792,1039,488,138
"CF83 1",12523,5812,3843,1875,783,210
"CF83 2",12869,6263,3770,1717,856,263
"CF83 3",12293,5556,3890,1890,746,211
"CF83 4",6799,3198,1969,1003,473,156
"CF83 8",10758,5041,3184,1607,723,203
"LD1  5",5517,2225,1920,953,331,88
"LD1  6",5824,2452,2110,904,288,70
"LD2  3",5688,2548,1963,881,232,64
"LD3  0",4255,1961,1474,618,153,49
"LD3  7",5283,2702,1663,687,181,50
"LD3  8",4502,2211,1366,639,217,69
"LD3  9",5201,2449,1769,710,203,70
"LD4  4",769,302,308,127,24,8
"LD5  4",1106,510,391,144,48,13
"LD6  5",2681,1103,879,470,157,72
"LD7  1",4812,2005,1792,745,218,52
"LD8  2",4154,1686,1562,667,207,32
"LL11 1",699,299,238,96,44,22
"LL11 2",7581,3532,2584,1057,320,88
"LL11 3",7063,3283,2357,977,348,98
"LL11 4",9276,4268,3016,1265,555,172
"LL11 5",6878,3521,2197,833,262,65
"LL11 6",6840,3145,2258,1029,332,76
"LL12 0",8045,3950,2562,1038,363,132
