
"QS406EW - Household size"
"ONS Crown Copyright Reserved [from Nomis on 12 August 2018]"
"Population :","All household spaces with at least one usual resident"
"Units      :","Household spaces"
"Date       :","2011"
"Rural Urban:","Total"

"postcode sector","All categories: Household size","1 person in household","2 people in household","3 people in household","4 people in household","5 people in household","6 people in household","7 people in household","8 or more people in household"
"WA6  7",2502,855,923,341,283,72,23,4,1
"WA6  8",999,197,431,167,145,49,6,4,0
"WA6  9",1041,258,432,150,154,37,8,2,0
"WA7  1",2682,842,888,451,371,94,29,5,2
"WA7  2",6828,2325,2224,1055,797,296,95,25,11
"WA7  3",1530,388,627,244,215,46,7,1,2
"WA7  4",4000,1141,1510,658,492,148,44,3,4
"WA7  5",5482,1737,1723,928,739,254,79,15,7
"WA7  6",6381,1588,2182,1233,940,306,101,22,9
"WA8  0",1495,554,459,266,136,59,19,2,0
"WA8  3",2809,758,991,503,405,122,24,4,2
"WA8  4",3040,1015,984,516,372,113,33,7,0
"WA8  5",885,262,324,156,103,30,8,1,1
"WA8  6",3335,1204,1075,523,366,120,35,8,4
"WA8  7",4459,1335,1408,792,633,204,64,14,9
"WA8  8",5271,1499,1728,1010,682,257,73,14,8
"WA8  9",4822,1098,1657,898,864,241,56,6,2
"WA9  1",2219,813,705,341,211,117,21,8,3
"WA9  2",2945,1017,903,490,321,156,45,11,2
"WA9  3",4884,1492,1594,866,663,197,59,9,4
"WA9  4",5738,1535,2004,1158,750,229,51,8,3
"WA9  5",4977,1412,1640,891,711,254,52,14,3
"WC1A 1",128,61,37,9,4,15,1,0,1
"WC1A 2",142,66,47,14,6,4,4,1,0
"WC1B 3",430,183,115,50,58,17,5,1,1
"WC1B 4",276,116,86,41,26,5,2,0,0
"WC1E 6",443,213,114,48,59,7,2,0,0
"WC1E 7",339,131,94,31,36,24,9,6,8
"WC1H 0",663,506,126,20,10,1,0,0,0
"WC1H 8",1140,452,246,170,134,76,32,17,13
"WC1H 9",1747,1028,415,189,70,25,13,5,2
"WC1N 1",1499,899,318,134,107,26,5,5,5
"WC1N 2",730,342,209,81,60,11,25,0,2
"WC1N 3",1126,486,317,135,98,37,38,8,7
"WC1R 4",360,179,130,31,13,2,2,2,1
"WC1V 6",216,118,60,27,8,2,1,0,0
"WC1V 7",125,73,22,12,11,5,1,0,1
"WC1X 0",1266,481,335,190,149,63,27,12,9
"WC1X 8",194,104,67,20,2,1,0,0,0
"WC1X 9",1643,701,442,209,173,72,29,11,6
"WC2B 4",348,243,58,30,10,5,2,0,0
"WC2B 5",626,348,147,48,49,15,6,12,1
"WC2E 7",362,215,116,12,11,7,1,0,0
"WC2E 9",170,103,53,7,5,0,0,2,0
"WC2H 0",460,285,86,54,24,4,6,1,0
"WC2H 7",132,69,36,12,9,6,0,0,0
"WC2H 8",117,63,34,14,6,0,0,0,0
"WC2H 9",575,254,172,70,33,12,2,28,4
"WC2N 4",153,91,45,12,4,1,0,0,0
"WC2N 5",141,71,49,10,4,2,4,1,0
"WC2N 6",164,84,55,13,7,1,4,0,0
"WD17 1",605,338,154,58,34,12,6,2,1
"WD17 2",1595,693,499,210,142,34,14,2,1
"WD17 3",1409,258,486,228,279,113,34,8,3
"WD17 4",3173,996,1088,464,429,122,58,10,6
"WD18 0",3203,1083,913,492,397,185,86,22,25
"WD18 6",2028,707,554,317,236,139,55,13,7
"WD18 7",4054,1114,1153,669,608,277,161,38,34
"WD18 8",284,83,106,46,39,9,1,0,0
"WD19 4",3899,1045,1240,657,633,229,72,16,7
"WD19 5",2116,627,778,342,272,63,25,4,5
"WD19 6",2819,890,717,495,464,179,58,13,3
"WD19 7",2376,846,601,387,389,118,27,6,2
"WD23 1",2480,807,863,336,341,98,30,4,1
"WD23 2",3162,871,933,576,563,162,43,10,4
"WD23 3",2202,676,614,359,395,113,32,6,7
"WD23 4",2497,633,826,424,416,155,34,4,5
"WD24 4",1813,600,579,289,251,66,18,6,4
"WD24 5",2876,933,920,452,372,140,46,8,5
"WD24 6",1763,434,427,324,260,148,110,31,29
"WD24 7",2230,648,634,384,394,133,31,5,1
"WD25 0",3240,911,1016,538,523,182,53,11,6
"WD25 7",3330,990,973,553,537,199,65,9,4
"WD25 8",534,170,189,70,61,31,11,1,1
"WD25 9",4098,1173,1260,689,633,253,70,16,4
"WD3  1",2089,837,731,248,182,65,14,10,2
"WD3  3",4593,1147,1488,786,887,217,57,5,6
"WD3  4",1266,195,437,218,262,116,27,7,4
"WD3  5",2899,766,962,423,512,182,44,7,3
"WD3  6",501,143,195,64,67,22,9,1,0
"WD3  7",1335,278,486,199,263,90,13,6,0
"WD3  8",2583,734,803,475,387,139,39,5,1
"WD3  9",1047,249,379,202,147,53,13,2,2
"WD4  8",3341,1001,1152,507,488,146,38,8,1
"WD4  9",1385,350,491,235,205,84,16,4,0
"WD5  0",4790,1523,1444,746,754,236,71,9,7
"WD6  1",2916,812,893,544,463,146,43,9,6
"WD6  2",3574,1036,1013,639,582,208,77,13,6
"WD6  3",1862,379,569,340,346,158,58,4,8
"WD6  4",3418,1117,904,592,521,207,53,12,12
"WD6  5",3036,975,824,533,463,166,57,13,5
"WD7  7",1102,228,387,156,220,90,20,1,0
"WD7  8",2041,494,691,313,355,147,37,3,1
"WD7  9",1606,367,515,299,302,96,25,2,0
"WF1  1",800,534,212,39,9,4,1,0,1
"WF1  2",3179,975,1212,493,371,95,26,4,3
"WF1  3",3467,1000,1128,567,478,159,87,20,28
"WF1  4",4426,1596,1368,654,439,208,105,27,29
"WF1  5",2962,1099,956,417,266,130,67,15,12
"WF10 1",1155,416,360,205,120,37,11,4,2
"WF10 2",3721,996,1365,645,488,165,53,9,0
"WF10 3",5314,1460,1917,916,716,222,60,18,5
"WF10 4",4797,1430,1733,865,570,149,39,8,3
"WF10 5",4632,1444,1676,782,530,154,37,8,1
"WF11 0",2522,730,855,448,317,120,43,6,3
"WF11 8",2924,937,1087,480,292,96,28,3,1
"WF11 9",2085,721,772,283,208,74,20,7,0
"WF12 0",3905,1098,1375,599,508,179,98,27,21
"WF12 7",3441,979,1238,573,479,117,46,5,4
"WF12 8",2784,873,901,472,353,127,44,7,7
"WF12 9",2752,559,566,355,438,338,289,105,102
"WF13 1",619,274,135,78,49,35,23,11,14
"WF13 2",2463,946,647,281,236,153,114,43,43
"WF13 3",3665,948,777,543,549,357,305,93,93
"WF13 4",3213,1000,978,502,362,203,98,38,32
"WF14 0",3039,830,1153,495,406,109,39,5,2
"WF14 8",1796,626,673,221,205,49,19,3,0
"WF14 9",3685,1024,1423,559,525,119,27,7,1
"WF15 6",2260,722,765,385,291,61,27,8,1
"WF15 7",3296,1023,1179,501,418,122,40,6,7
"WF15 8",2129,618,743,367,272,94,29,5,1
"WF16 0",1861,539,560,306,242,110,63,21,20
"WF16 9",2930,820,869,473,430,160,102,41,35
"WF17 0",3331,842,1252,602,436,136,41,16,6
"WF17 5",1272,480,282,137,126,136,69,25,17
"WF17 6",2610,750,757,391,335,180,116,44,37
"WF17 7",3990,916,880,546,566,489,351,135,107
"WF17 8",2683,805,886,462,344,122,50,11,3
"WF17 9",2574,874,846,413,296,109,31,3,2
"WF2  0",4726,1240,1758,801,691,164,57,8,7
"WF2  6",3464,793,1507,562,478,92,25,5,2
"WF2  7",3609,1187,1248,581,407,143,32,6,5
"WF2  8",5829,1889,1839,978,678,284,113,36,12
"WF2  9",3864,1273,1236,605,491,167,63,20,9
"WF3  1",4591,1044,1688,826,775,194,55,5,4
"WF3  2",2231,623,842,379,300,57,26,2,2
"WF3  3",3630,948,1352,645,520,135,22,6,2
"WF3  4",3245,968,1177,551,433,97,14,2,3
"WF4  1",3632,855,1362,697,550,138,26,2,2
"WF4  2",2794,740,1116,429,367,114,23,5,0
"WF4  3",3972,1053,1555,670,534,123,31,4,2
"WF4  4",3679,901,1494,619,505,132,24,2,2
"WF4  5",2194,597,836,375,294,70,16,4,2
"WF4  6",2218,751,811,352,218,61,16,6,3
"WF5  0",3895,1115,1552,608,486,113,16,3,2
"WF5  8",2695,784,999,471,354,73,13,1,0
"WF5  9",2764,781,1009,453,394,99,24,2,2
"WF6  1",4934,1517,1642,856,653,206,46,8,6
"WF6  2",4301,1278,1542,736,560,156,27,2,0
"WF7  5",3069,992,1046,526,356,121,22,5,1
"WF7  6",2707,748,1004,481,334,116,15,7,2
"WF7  7",2927,726,1199,503,369,91,32,6,1
"WF8  1",2093,767,712,308,229,66,9,2,0
"WF8  2",5918,1433,2171,1073,874,279,60,20,8
"WF8  3",2619,658,1155,393,318,79,15,0,1
"WF8  4",3420,1145,1264,507,390,85,25,3,1
"WF9  1",2865,754,1058,483,410,127,26,7,0
"WF9  2",4538,1407,1585,763,548,187,37,7,4
"WF9  3",3553,1027,1206,608,462,166,68,9,7
"WF9  4",3931,1184,1396,673,492,139,34,9,4
"WF9  5",1863,535,642,305,247,95,33,5,1
"WN1  1",322,238,63,16,3,2,0,0,0
"WN1  2",4269,1347,1449,731,547,158,29,7,1
"WN1  3",4568,1797,1367,705,483,147,52,12,5
"WN2  1",3696,1040,1414,610,484,116,25,5,2
"WN2  2",3410,1012,1104,604,451,178,49,6,6
"WN2  3",3905,1164,1256,703,568,159,43,9,3
"WN2  4",6453,1675,2339,1158,937,257,75,9,3
"WN2  5",4688,1284,1646,863,630,201,53,9,2
"WN3  4",2390,740,770,422,321,107,20,8,2
"WN3  5",5103,1556,1772,887,630,183,63,10,2
"WN3  6",4914,943,1829,920,919,248,41,10,4
"WN4  0",4124,1042,1546,754,558,169,44,9,2
"WN4  8",3556,823,1262,686,561,184,34,5,1
"WN4  9",4319,1199,1609,758,547,162,35,7,2
"WN5  0",3779,1357,1144,660,442,121,42,9,4
"WN5  7",4828,1268,1913,842,604,162,32,4,3
"WN5  8",4866,1452,1723,830,636,179,38,6,2
"WN5  9",5435,1602,1798,994,673,253,91,17,7
"WN6  0",5489,1375,1992,1010,845,218,40,6,3
"WN6  7",4168,1298,1431,755,496,134,40,7,7
"WN6  8",4998,1259,1875,853,733,220,45,7,6
"WN6  9",2130,511,841,351,314,87,22,3,1
"WN7  1",4149,1382,1447,724,428,125,34,5,4
"WN7  2",4410,1510,1403,764,545,128,46,9,5
"WN7  3",4440,1242,1675,772,564,150,32,4,1
"WN7  4",3221,1178,980,504,358,137,44,14,6
"WN7  5",4670,1449,1524,840,558,218,76,2,3
"WN8  0",2578,676,954,441,358,122,22,3,2
"WN8  6",6607,1769,2013,1241,1066,381,107,15,15
"WN8  7",1760,433,679,291,272,59,23,2,1
"WN8  8",4468,1441,1484,731,552,185,67,6,2
"WN8  9",3510,1010,1164,604,449,193,75,10,5
"WR1  1",1881,827,628,205,154,37,22,8,0
"WR1  2",1041,610,310,70,37,10,4,0,0
"WR1  3",1809,918,540,203,102,37,7,1,1
"WR10 1",3205,1105,1238,393,337,105,20,5,2
"WR10 2",2502,544,1084,401,354,95,20,4,0
"WR10 3",2016,456,907,291,248,87,23,4,0
"WR11 1",2854,770,990,525,425,102,37,3,2
"WR11 2",2791,675,1070,465,420,118,40,2,1
"WR11 3",1702,426,667,258,260,72,17,1,1
"WR11 4",3584,1219,1266,523,392,127,43,12,2
"WR11 7",3502,749,1529,550,471,149,47,7,0
"WR11 8",2948,713,1203,457,414,124,25,6,6
"WR12 7",2572,816,1153,273,249,60,17,2,2
"WR13 5",1488,370,635,219,185,60,12,3,4
"WR13 6",1985,545,832,270,239,76,19,4,0
"WR14 1",5158,1681,1827,740,640,198,52,13,7
"WR14 2",4820,1561,1720,694,541,222,66,10,6
"WR14 3",2679,1096,964,294,237,61,25,1,1
"WR14 4",2378,765,960,307,262,64,14,1,5
"WR15 8",3073,860,1264,446,339,121,32,9,2
"WR2  4",4163,1073,1691,653,538,167,33,6,2
"WR2  5",4767,1455,1540,700,671,262,105,26,8
"WR2  6",3199,823,1228,496,462,143,36,7,4
"WR3  7",4676,1219,1817,734,662,190,43,6,5
"WR3  8",4100,1241,1527,630,475,166,47,12,2
"WR4  0",4156,854,1509,800,752,191,41,7,2
"WR4  9",6683,2193,2154,1111,738,342,104,28,13
"WR5  1",4021,1170,1263,631,574,224,111,24,24
"WR5  2",3436,916,1254,526,547,135,43,8,7
"WR5  3",5414,1500,2103,839,715,183,60,7,7
"WR6  5",2133,505,907,319,283,89,21,6,3
"WR6  6",2874,662,1227,388,405,142,41,7,2
"WR7  4",1998,375,890,299,319,89,19,3,4
"WR8  0",2633,889,1062,326,247,86,18,4,1
"WR8  9",1133,242,496,182,148,48,15,2,0
"WR9  0",2369,590,1019,348,300,84,19,6,3
"WR9  7",4029,899,1652,676,595,159,36,8,4
"WR9  8",5062,1688,1810,696,641,171,47,6,3
"WR9  9",1745,435,609,300,274,76,40,5,6
"WS1  1",273,172,76,18,3,3,0,0,1
"WS1  2",3263,1290,873,386,342,166,123,44,39
"WS1  3",3092,1031,739,421,338,253,169,77,64
"WS1  4",3249,873,731,453,421,336,248,108,79
"WS10 0",5606,1480,1736,1031,850,352,125,17,15
"WS10 7",2549,871,823,391,283,112,46,15,8
"WS10 8",4913,1407,1413,829,699,347,153,41,24
"WS10 9",5109,1333,1479,906,762,345,185,52,47
"WS11 0",1873,690,568,285,202,89,22,16,1
"WS11 1",3959,1187,1537,607,468,120,36,4,0
"WS11 4",1802,480,588,331,272,87,29,12,3
"WS11 5",3222,995,1139,498,372,157,46,10,5
"WS11 6",1752,558,626,273,209,60,23,1,2
"WS11 7",1646,301,532,363,336,99,12,1,2
"WS11 8",749,231,265,137,85,24,6,1,0
"WS11 9",3090,754,1152,571,440,113,50,5,5
"WS12 0",1277,285,432,221,229,84,21,1,4
"WS12 1",2172,657,826,331,254,84,17,1,2
"WS12 2",2498,526,820,526,464,127,29,4,2
"WS12 3",1988,459,669,389,356,91,18,5,1
"WS12 4",6461,1627,2348,1216,914,256,81,13,6
"WS13 6",4004,1437,1412,512,461,133,35,6,8
"WS13 7",4585,1272,1647,722,656,208,52,16,12
"WS13 8",2587,483,989,432,490,146,36,7,4
"WS14 0",1768,390,721,287,256,78,29,4,3
"WS14 9",5020,1169,2063,799,738,189,50,9,3
"WS15 1",4174,1018,1564,756,604,161,60,8,3
"WS15 2",6172,1650,2283,1033,861,254,78,11,2
"WS15 3",1684,387,717,274,204,63,27,11,1
"WS15 4",3130,738,1271,549,396,140,29,6,1
"WS2  0",3442,908,1137,656,463,184,66,22,6
"WS2  7",3176,908,945,607,402,196,73,27,18
"WS2  8",3969,1243,1049,551,492,304,192,77,61
"WS2  9",4211,1252,1126,620,579,326,218,60,30
"WS3  1",4718,1236,1408,828,668,353,163,37,25
"WS3  2",5745,2022,1790,851,659,288,106,24,5
"WS3  3",5674,1638,2001,895,768,260,88,13,11
"WS3  4",3759,987,1443,638,499,141,43,4,4
"WS3  5",837,220,290,158,113,41,12,3,0
"WS4  1",5164,1417,1889,887,669,211,64,17,10
"WS4  2",1976,724,636,240,221,80,46,18,11
"WS5  3",3683,828,1348,546,502,275,121,34,29
"WS5  4",4367,1138,1211,813,684,326,136,33,26
"WS6  6",3845,937,1493,666,545,153,43,6,2
"WS6  7",3427,721,1255,614,613,168,48,4,4
"WS7  0",1672,451,673,289,193,48,12,5,1
"WS7  1",2127,504,831,368,299,102,17,2,4
"WS7  2",2331,579,930,403,302,84,28,3,2
"WS7  3",619,186,211,109,83,20,6,3,1
"WS7  4",3040,702,1137,565,420,160,45,7,4
"WS7  9",2504,473,1038,451,391,128,22,1,0
"WS8  6",2495,725,827,439,321,123,42,11,7
"WS8  7",3894,979,1416,705,544,177,56,10,7
"WS9  0",3798,916,1462,573,595,165,65,17,5
"WS9  8",4033,1398,1479,548,447,120,32,4,5
"WS9  9",3517,895,1274,622,491,162,57,9,7
"WV1  1",619,398,122,48,34,8,8,1,0
"WV1  2",4097,1439,1185,643,476,229,93,24,8
"WV1  3",369,160,134,42,20,6,3,2,2
"WV1  4",1470,557,356,202,157,107,66,8,17
"WV10 0",4950,1891,1291,797,597,244,96,21,13
"WV10 6",4781,1422,1533,802,639,226,101,39,19
"WV10 7",2560,666,894,459,382,124,29,4,2
"WV10 8",4814,1316,1597,843,651,256,115,26,10
"WV10 9",5378,1365,1473,1057,853,424,148,43,15
"WV11 1",4979,1613,1508,837,640,260,89,14,18
"WV11 2",4684,1387,1647,789,619,182,47,9,4
"WV11 3",5055,1560,1774,741,639,228,90,16,7
"WV12 4",4359,1180,1571,784,540,173,83,15,13
"WV12 5",6167,1517,2195,1120,924,286,99,18,8
"WV13 1",2303,622,719,422,340,127,61,9,3
"WV13 2",2906,917,870,470,385,162,81,12,9
"WV13 3",3139,915,964,573,423,166,78,12,8
"WV14 0",2538,958,685,383,278,157,58,12,7
"WV14 6",3451,1016,1064,607,410,217,90,31,16
"WV14 7",1745,503,540,291,243,99,50,17,2
"WV14 8",6003,1759,2005,1021,755,318,103,30,12
"WV14 9",5575,1610,1755,942,812,297,114,28,17
"WV15 5",1554,391,630,246,195,67,16,7,2
"WV15 6",1811,487,769,260,219,53,20,1,2
"WV16 4",3361,1260,1191,416,367,91,29,4,3
"WV16 5",1424,338,633,186,204,44,16,3,0
"WV16 6",2864,716,1183,425,379,117,36,6,2
"WV2  1",1193,356,308,214,161,86,47,11,10
"WV2  2",2231,812,636,368,251,119,38,3,4
"WV2  3",1491,466,355,222,206,134,83,18,7
"WV2  4",823,256,223,108,125,78,24,8,1
"WV3  0",3064,1261,745,393,314,203,97,33,18
"WV3  7",2807,871,860,458,397,147,55,16,3
"WV3  8",2746,700,981,437,439,141,35,9,4
"WV3  9",3865,1764,1132,442,335,126,41,11,14
"WV4  4",5514,1720,1707,907,750,288,102,23,17
"WV4  5",4095,982,1268,636,654,339,139,45,32
"WV4  6",4221,1226,1372,672,582,247,91,16,15
"WV5  0",2445,682,912,382,340,104,17,6,2
"WV5  7",1120,259,456,162,165,59,18,0,1
"WV5  8",1613,317,600,301,304,81,8,2,0
"WV5  9",1482,501,511,196,202,59,11,1,1
"WV6  0",5313,1859,1381,771,647,373,179,65,38
"WV6  7",5560,1434,2004,968,874,220,42,14,4
"WV6  8",4701,1462,1815,613,540,190,58,17,6
"WV6  9",3042,825,1045,528,449,132,40,16,7
"WV7  3",2720,698,1066,432,383,102,34,4,1
"WV8  1",4873,1558,1647,784,596,203,65,14,6
"WV8  2",1752,413,689,266,274,91,12,4,3
"WV9  5",3164,970,1166,451,406,121,37,8,5
"YO1  6",1111,520,434,80,58,15,2,1,1
"YO1  7",463,263,164,21,10,3,2,0,0
"YO1  9",832,442,277,74,28,9,2,0,0
"YO10 3",5012,1379,1647,725,702,316,175,50,18
"YO10 4",3750,1197,1324,547,461,147,53,13,8
"YO10 5",1934,607,657,261,219,90,63,29,8
"YO11 1",2109,1102,582,232,111,48,25,4,5
"YO11 2",4030,2122,1386,306,149,39,19,4,5
"YO11 3",4918,1384,1951,775,530,197,61,20,0
"YO12 4",3761,972,1450,650,488,128,61,10,2
"YO12 5",4529,1630,1672,572,475,131,39,7,3
"YO12 6",4591,1457,1604,660,583,186,73,14,14
"YO12 7",4869,1644,1521,823,557,205,94,12,13
"YO13 0",2336,641,1067,294,244,65,20,5,0
"YO13 9",2176,572,980,290,221,72,31,3,7
"YO14 0",2604,806,1158,333,207,80,11,2,7
"YO14 9",2777,991,1128,310,218,87,33,9,1
"YO15 1",1625,480,786,180,115,46,11,4,3
"YO15 2",2246,1086,684,219,149,51,39,9,9
"YO15 3",2404,777,935,312,235,97,26,15,7
"YO16 4",4172,1358,1481,648,444,160,56,21,4
"YO16 6",3590,1001,1794,403,293,85,12,2,0
"YO16 7",3970,1288,1694,473,361,125,22,4,3
"YO17 6",1156,271,480,177,161,49,16,2,0
"YO17 7",2243,815,795,306,225,69,23,7,3
"YO17 8",2436,631,986,364,318,97,33,6,1
"YO17 9",3323,951,1224,524,437,146,30,7,4
"YO18 7",2536,855,1028,316,232,76,23,3,3
"YO18 8",2338,653,1006,291,255,97,33,1,2
"YO19 4",586,143,231,80,86,31,5,9,1
"YO19 5",1853,475,756,264,255,71,25,5,2
"YO19 6",2698,537,1125,435,435,128,25,6,7
"YO21 1",2706,868,1090,347,264,92,35,6,4
"YO21 2",1253,320,512,176,144,49,28,8,16
"YO21 3",2432,975,885,276,219,63,10,2,2
"YO22 4",2580,850,968,361,279,93,21,6,2
"YO22 5",1329,402,588,160,120,45,11,2,1
"YO23 1",3988,1480,1481,520,363,105,30,9,0
"YO23 2",1736,470,738,237,229,52,8,2,0
"YO23 3",2383,491,1029,388,356,96,20,3,0
"YO23 7",421,59,190,73,67,22,10,0,0
"YO24 1",2318,649,908,319,309,100,23,6,4
"YO24 2",3334,937,1362,502,393,85,42,8,5
"YO24 3",3763,1203,1270,634,413,167,59,11,6
"YO24 4",3728,1326,1393,546,329,102,27,4,1
"YO25 3",1035,256,432,154,140,42,9,2,0
"YO25 4",2044,534,850,300,259,69,27,2,3
"YO25 5",2962,804,1130,499,395,98,31,4,1
"YO25 6",2797,896,1106,401,295,71,26,2,0
"YO25 8",2584,651,1129,364,313,95,28,3,1
"YO25 9",3043,716,1339,479,366,109,21,7,6
"YO26 4",2962,1019,1198,408,254,65,16,2,0
"YO26 5",4848,1294,1713,857,674,218,71,16,5
"YO26 6",2244,514,923,341,327,107,28,2,2
"YO26 7",848,193,321,140,145,41,5,2,1
"YO26 8",1158,244,498,178,168,51,15,2,2
"YO26 9",536,121,220,77,87,26,5,0,0
"YO30 1",985,212,417,172,118,56,9,1,0
"YO30 2",623,112,234,108,125,33,11,0,0
"YO30 4",1150,283,380,222,195,63,7,0,0
"YO30 5",3199,826,1267,539,432,114,16,3,2
"YO30 6",4080,1328,1370,615,466,192,90,15,4
"YO30 7",1129,477,394,121,86,33,16,2,0
"YO31 0",2616,735,787,468,389,144,73,14,6
"YO31 1",2093,602,882,300,224,58,20,7,0
"YO31 7",2544,1150,836,258,178,55,46,15,6
"YO31 8",2910,937,1016,443,344,112,45,10,3
"YO31 9",2833,786,1065,477,340,103,50,8,4
"YO32 2",2293,648,944,344,274,68,13,1,1
"YO32 3",2977,787,1235,441,387,106,20,0,1
"YO32 4",1274,513,422,157,107,46,24,3,2
"YO32 5",2336,504,853,424,408,110,29,6,2
"YO32 9",3257,856,1403,490,361,104,33,7,3
"YO41 1",2238,513,924,366,328,82,25,0,0
"YO41 4",832,142,351,129,152,44,11,1,2
"YO41 5",1110,230,481,189,160,41,7,2,0
"YO42 1",842,182,346,133,119,47,13,1,1
"YO42 2",3623,1069,1412,526,439,136,35,4,2
"YO42 4",1694,349,729,283,240,72,12,7,2
"YO43 3",3163,825,1310,467,404,116,32,8,1
"YO43 4",2062,490,872,316,249,104,25,5,1
"YO51 9",2359,627,954,354,320,74,22,8,0
"YO60 6",733,191,330,110,74,17,11,0,0
"YO60 7",1371,359,602,194,147,49,16,2,2
"YO61 1",2070,459,791,346,335,106,28,3,2
"YO61 2",497,109,209,88,70,16,3,2,0
"YO61 3",2476,869,903,357,244,75,22,4,2
"YO61 4",936,204,420,131,125,40,12,4,0
"YO62 4",1017,285,423,140,114,38,12,5,0
"YO62 5",1310,427,541,152,136,45,7,1,1
"YO62 6",2044,634,856,260,198,68,24,4,0
"YO62 7",776,196,329,99,98,38,13,2,1
"YO7  1",4157,1342,1549,610,462,143,44,7,0
"YO7  2",1135,258,488,191,140,45,11,1,1
"YO7  3",1577,274,629,291,284,74,19,5,1
"YO7  4",1456,324,644,218,182,59,23,6,0
"YO8  3",1940,558,750,299,251,59,18,4,1
"YO8  4",3044,997,1018,518,345,103,44,15,4
"YO8  5",2688,585,1073,495,405,97,26,7,0
"YO8  6",2031,395,838,333,344,83,33,3,2
"YO8  8",3400,800,1279,638,468,140,63,10,2
"YO8  9",5123,1179,2156,806,719,207,44,11,1
"CF10 1",505,297,152,37,10,6,2,1,0
"CF10 2",1003,539,310,81,52,13,5,2,1
"CF10 3",385,144,107,38,42,17,13,10,14
"CF10 4",2357,1093,998,173,61,8,11,5,8
"CF10 5",3011,1438,993,279,121,74,55,25,26
"CF11 0",1396,719,536,107,30,3,1,0,0
"CF11 6",4742,1759,1246,561,517,304,212,71,72
"CF11 7",4137,1626,1112,538,409,194,146,50,62
"CF11 8",1614,500,528,232,204,97,35,9,9
"CF11 9",3740,1623,1226,410,314,109,38,12,8
"CF14 0",2128,476,839,284,355,133,32,8,1
"CF14 1",4405,1399,1514,684,607,159,35,7,0
"CF14 2",4593,1458,1476,722,603,235,74,18,7
"CF14 3",3560,996,1053,588,534,245,111,14,19
"CF14 4",3651,869,1213,646,691,172,39,15,6
"CF14 5",4097,1430,1246,608,546,189,56,20,2
"CF14 6",4084,1341,1512,507,543,147,28,3,3
"CF14 7",2058,704,670,308,276,81,15,2,2
"CF14 9",2990,826,1064,513,460,100,23,4,0
"CF15 7",2394,750,829,380,304,93,31,6,1
"CF15 8",2552,531,953,500,433,109,20,3,3
"CF15 9",2379,538,893,424,402,98,20,2,2
"CF23 5",3812,1140,1244,561,492,221,101,34,19
"CF23 6",4128,1158,1457,586,622,216,72,11,6
"CF23 7",3184,860,1021,588,436,196,61,14,8
"CF23 8",2870,612,985,576,501,149,37,8,2
"CF23 9",4535,1396,1530,726,549,215,84,21,14
"CF24 0",1840,878,499,214,120,69,39,10,11
"CF24 1",2496,1057,729,294,229,112,48,14,13
"CF24 2",5745,2126,1705,899,641,234,104,21,15
"CF24 3",5160,2153,1499,603,482,224,124,48,27
"CF24 4",6057,1560,1262,878,1008,646,416,155,132
"CF24 5",118,32,29,23,10,12,8,4,0
"CF3  0",4967,1365,1642,922,665,250,80,26,17
"CF3  1",1953,693,534,330,224,111,42,16,3
"CF3  2",1220,220,430,216,244,80,26,2,2
"CF3  3",2758,726,922,481,416,145,52,10,6
"CF3  4",2569,905,768,422,321,111,31,10,1
"CF3  5",3285,996,1020,553,455,174,64,16,7
"CF3  6",539,106,216,108,84,15,8,1,1
"CF31 1",4140,1408,1430,609,496,147,37,9,4
"CF31 2",4801,1174,1661,1012,685,205,49,7,8
"CF31 3",1823,534,654,300,251,66,15,3,0
"CF31 4",5695,1591,2055,995,758,224,59,8,5
"CF31 5",2263,373,725,508,482,139,30,3,3
"CF32 0",2128,542,862,353,262,88,16,3,2
"CF32 7",2735,872,919,472,333,102,32,5,0
"CF32 8",3230,867,1131,577,452,128,55,16,4
"CF32 9",4693,1314,1691,838,606,183,48,11,2
"CF33 4",3023,864,1128,510,355,110,33,13,10
"CF33 6",3145,916,1057,559,432,139,36,4,2
"CF34 0",4695,1356,1635,830,619,205,42,5,3
"CF34 9",4079,1152,1373,734,596,172,41,6,5
"CF35 5",2389,629,979,377,285,87,26,6,0
"CF35 6",3725,803,1475,672,534,195,38,7,1
"CF36 3",4073,1372,1536,538,450,133,35,8,1
"CF36 5",3079,962,1147,466,345,135,17,6,1
"CF37 1",3860,1145,1172,646,565,239,70,18,5
"CF37 2",2403,708,892,367,325,76,32,1,2
"CF37 3",3183,929,1026,600,453,130,37,6,2
"CF37 4",3013,942,1054,508,360,115,27,6,1
"CF37 5",3564,1178,1185,589,397,145,57,12,1
"CF38 1",4024,955,1487,696,652,185,39,5,5
"CF38 2",5422,1263,1980,1003,858,248,60,7,3
"CF39 0",2379,758,797,363,347,90,20,3,1
"CF39 8",6219,1626,2085,1204,914,309,65,12,4
"CF39 9",3612,1203,1144,674,409,143,34,4,1
"CF40 1",4034,1265,1263,724,550,159,58,10,5
"CF40 2",4735,1450,1540,852,629,196,55,9,4
"CF41 7",4696,1528,1551,805,581,172,45,10,4
"CF42 5",2704,946,870,433,319,95,28,10,3
"CF42 6",3231,1066,1062,556,384,126,28,5,4
"CF43 3",2037,742,631,317,209,93,37,6,2
"CF43 4",3260,1079,1062,579,398,100,32,7,3
"CF44 0",3407,1061,1202,520,442,132,37,10,3
